date#visitor#score#home#decision#attendance#record
october 4#st louis#2 - 3#phoenix#legace#17799#0 - 1 - 0
october 6#st louis#5 - 3#los angeles#toivonen#18118#1 - 1 - 0
october 10#nashville#4 - 1#st louis#legace#19150#2 - 1 - 0
october 12#colorado#4 - 1#st louis#legace#19150#3 - 1 - 0
october 17#st louis#3 - 1#chicago#legace#10002#4 - 1 - 0
october 20#minnesota#3 - 1#st louis#legace#19150#4 - 2 - 0
october 23#anaheim#2 - 4#st louis#legace#14764#5 - 2 - 0
october 25#st louis#0 - 3#columbus#toivonen#12786#5 - 3 - 0
october 27#washington#3 - 4#st louis#legace#16863#6 - 3 - 0
october 30#phoenix#1 - 2#st louis#legace#14222#6 - 4 - 0
