start date#end date#pos#player#to club
15 aug 07#31 may 08#mf#ishmael miller#west brom
21 aug 07#11 nov 07#df#matthew mills#doncaster rovers
31 aug 07#31 may 08#fw#bernardo corradi#parma
31 aug 07#31 dec 07#fw#paul dickov#crystal palace
31 aug 07#31 dec 07#df#danny mills#charlton athletic
11 oct 07#10 nov 07#df#shaleum logan#grimsby town
25 oct 07#24 nov 07#gk#kasper schmeichel#cardiff city
10 nov 07#19 dec 07#df#shaleum logan#scunthorpe united
21 oct 07#20 dec 07#fw#ched evans#norwich city
4 jan 08#31 may 08#df#danny mills#derby county
10 jan 08#26 feb 08#fw#ched evans#norwich city
11 jan 08#31 may 08#df#matthew mills#doncaster rovers
23 jan 08#31 may 08#fw#rolando bianchi#lazio
29 jan 08#31 may 08#fw#georgios samaras#celtic
31 jan 08#31 may 08#fw#paul dickov#blackpool
22 feb 08#14 mar 08#df#shaleum logan#stockport county
4 mar 08#31 may 08#mf#kelvin etuhu#leicester city
13 mar 08#31 may 08#gk#kasper schmeichel#coventry city
24 mar 08#31 may 08#df#shaleum logan#stockport county
