date#opponent#score#loss#attendance#record
september 1#blue jays#2 - 1#lilly (11 - 12)#36235#73 - 62
september 2#blue jays#5 - 1#jarvis (0 - 1)#35973#73 - 63
september 3#blue jays#6 - 1#beckett (14 - 10)#35719#73 - 64
september 4#white sox#3 - 2#mccarthy (3 - 6)#36206#74 - 64
september 5#white sox#1 - 0#vázquez (11 - 9)#35912#75 - 64
september 6#white sox#8 - 1#snyder (4 - 4)#35923#75 - 65
september 8#royals#10 - 9#timlin (6 - 5)#36531#75 - 66
september 9#royals#10 - 4#breslow (0 - 1)#36402#75 - 67
september 10#royals#9 - 3#redman (9 - 9)#35703#76 - 67
september 12#orioles#6 - 5#cabrera (7 - 10)#24551#77 - 67
september 13#orioles#4 - 0#wakefield (7 - 9)#22240#77 - 68
september 14#orioles#6 - 5#lópez (9 - 16)#27741#78 - 68
september 15#yankees#postponed (rain)#postponed (rain)#postponed (rain)#78 - 68
september 16#yankees#5 - 2#wang (17 - 6)#55091#79 - 68
september 16#yankees#7 - 5#breslow (0 - 2)#55167#79 - 69
september 17#yankees#6 - 3#villone (3 - 3)#55002#80 - 69
september 17#yankees#5 - 4#farnsworth (3 - 5)#55221#81 - 69
september 19#twins#7 - 3#wakefield (7 - 10)#36242#81 - 70
september 20#twins#8 - 2#hansen (2 - 2)#36484#81 - 71
september 21#twins#6 - 0#santana (18 - 6)#36434#82 - 71
september 22#blue jays#7 - 1#lilly (14 - 13)#33874#83 - 71
september 23#blue jays#5 - 3#hansack (0 - 1)#42267#83 - 72
september 24#blue jays#13 - 4#snyder (4 - 5)#44212#83 - 73
september 25#blue jays#5 - 0#wakefield (7 - 11)#40123#83 - 74
september 26#devil rays#5 - 1#hammel (0 - 5)#36134#84 - 74
september 27#devil rays#11 - 0#beckett (16 - 11)#36028#84 - 75
september 29#orioles#4 - 3#bédard (15 - 11)#36269#85 - 75
september 30#orioles#5 - 4#timlin (6 - 6)#36596#85 - 76
