place#player#country#score#to par
t1#ed sneed#united states#68 + 67 = 135#- 9
t1#craig stadler#united states#69 + 66 = 135#- 9
t3#raymond floyd#united states#70 + 68 = 138#- 6
t3#leonard thompson#united states#68 + 70 = 138#- 6
t5#miller barber#united states#75 + 64 = 139#- 5
t5#tom watson#united states#68 + 71 = 139#- 5
t5#joe inman#united states#68 + 71 = 139#- 5
t8#seve ballesteros#spain#72 + 68 = 140#- 4
t8#jack nicklaus#united states#69 + 71 = 140#- 4
t8#lou graham#united states#69 + 71 = 140#- 4
