date#opponent#score#loss#attendance#record#streak
march 31#rockies#9 - 2 l#a benes#47484#0 - 1#loss 1
april 1#rockies#6 - 0 l#w blair#43758#0 - 2#loss 2
april 2#rockies#6 - 4 l#b anderson#42876#0 - 3#loss 3
april 3#giants#8 - 3 l#j suppan#45590#0 - 4#loss 4
april 4#giants#5 - 3 l#g olson#47047#0 - 5#loss 5
april 5#giants#3 - 2 w#s estes#47593#1 - 5#win 1
april 7#dodgers#9 - 1 l#w blair#52424#1 - 6#loss 1
april 8#dodgers#3 - 0 w#h nomo#37016#2 - 6#win 1
april 9#dodgers#7 - 2 l#j suppan#39541#2 - 7#loss 1
april 10#padres#6 - 4 l#f rodriguez#27246#2 - 8#loss 2
april 11#padres#7 - 0 l#j adamson#37753#2 - 9#loss 3
april 12#padres#4 - 2 l#w blair#26217#2 - 10#loss 4
april 13#padres#1 - 0 l#b anderson#36278#2 - 11#loss 5
april 14#cardinals#15 - 5 l#c sudowsky#31477#2 - 12#loss 6
april 16 (1)#cardinals#5 - 4 l#j adamson#n / a#2 - 13#loss 7
april 16 (2)#cardinals#8 - 2 w#d osborne#32039#3 - 13#win 1
april 17#marlins#7 - 5 w#v darensbourgh#47401#4 - 13#win 2
april 18#marlins#7 - 5 w#a alfonseca#49910#5 - 13#win 3
april 19#marlins#4 - 3 l#j suppan#47339#5 - 14#loss 1
april 20#marlins#15 - 4 w#l hernandez#45256#6 - 14#win 1
april 22#braves#5 - 2 l#a benes#30952#6 - 15#loss 1
april 23#braves#3 - 1 l#w blair#33013#6 - 16#loss 2
april 24#braves#6 - 5 l#r springer#41514#6 - 17#loss 3
april 25#marlins#4 - 3 (11) w#v darensbourogh#28710#7 - 17#win 1
april 26#marlins#12 - 6 l#j adamson#24782#7 - 18#loss 1
