game#date#team#score#high points#high rebounds#high assists#location attendance#record
32#january 1#new orleans#l 81 - 92 (ot)#nick young (24)#javale mcgee (13)#john wall (10)#verizon center 16026#8 - 24
33#january 5#philadelphia#l 97 - 109 (ot)#nick young (21)#rashard lewis (10)#john wall (14)#wells fargo center 12434#8 - 25
34#january 7#new jersey#w 97 - 77 (ot)#rashard lewis , nick young (16)#rashard lewis (13)#john wall (9)#verizon center 16017#9 - 25
35#january 8#charlotte#l 89 - 104 (ot)#kirk hinrich (18)#andray blatche (8)#john wall (11)#time warner cable arena 16038#9 - 26
36#january 11#sacramento#w 136 - 133 (ot)#nick young (43)#andray blatche (13)#john wall (9)#verizon center 16226#10 - 26
37#january 13#minnesota#l 97 - 109 (ot)#rashard lewis (19)#yi jianlian (8)#john wall (10)#target center 11437#10 - 27
38#january 15#toronto#w 98 - 95 (ot)#nick young (29)#andray blatche (13)#john wall (9)#verizon center 14652#11 - 27
39#january 17#utah#w 108 - 101 (ot)#nick young (25)#andray blatche , javale mcgee (11)#john wall (15)#verizon center 14925#12 - 27
40#january 19#milwaukee#l 87 - 100 (ot)#andray blatche (23)#andray blatche (7)#john wall (13)#bradley center 14007#12 - 28
41#january 21#phoenix#l 91 - 109 (ot)#nick young (25)#rashard lewis (12)#john wall (14)#verizon center 15716#12 - 29
42#january 22#boston#w 85 - 83 (ot)#rashard lewis (18)#rashard lewis (11)#mustafa shakur (5)#verizon center 20278#13 - 29
43#january 24#new york#l 106 - 115 (ot)#nick young (22)#javale mcgee (10)#john wall (9)#madison square garden 19763#13 - 30
44#january 25#denver#l 109 - 120 (ot)#nick young (26)#andray blatche (9)#john wall (13)#verizon center 16121#13 - 31
45#january 28#oklahoma city#l 117 - 124 (2ot)#nick young (32)#trevor booker (12)#john wall (10)#oklahoma city arena 18203#13 - 32
46#january 29#memphis#l 93 - 107 (ot)#john wall (14)#trevor booker (12)#john wall (8)#fedexforum 14722#13 - 33
