game#november#opponent#score#record#points
10#1#atlanta flames#0 - 3#3 - 5 - 2#8
11#2#buffalo sabres#3 - 3#3 - 5 - 3#9
12#4#boston bruins#7 - 3#4 - 5 - 3#11
13#5#colorado rockies#6 - 4#5 - 5 - 3#13
14#8#los angeles kings#5 - 3#6 - 5 - 3#15
15#10#colorado rockies#2 - 2#6 - 5 - 4#16
16#12#vancouver canucks#4 - 0#7 - 5 - 4#18
17#16#chicago black hawks#3 - 4#7 - 6 - 4#18
18#18#new york islanders#2 - 8#7 - 7 - 4#18
19#19#detroit red wings#4 - 3#8 - 7 - 4#20
20#22#buffalo sabres#3 - 2#9 - 7 - 4#22
21#24#minnesota north stars#4 - 3#10 - 7 - 4#24
22#25#pittsburgh penguins#3 - 1#11 - 7 - 4#26
23#28#montreal canadiens#0 - 3#11 - 8 - 4#26
24#30#st louis blues#3 - 0#12 - 8 - 4#28
