player#position#date of birth (age)#caps#club / province
carl hayman#prop#14 november 1979#41#otago
greg somerville#prop#28 november 1977#55#canterbury
neemia tialata#prop#15 july 1982#17#wellington
tony woodcock#prop#27 january 1981#33#north harbour
andrew hore#hooker#13 september 1978#21#taranaki
keven mealamu#hooker#20 march 1979#47#auckland
anton oliver#hooker#9 september 1975#55#otago
chris jack#lock#5 september 1978#62#tasman
keith robinson#lock#14 december 1976#10#waikato
ali williams#lock#30 april 1981#42#auckland
jerry collins ( vc )#flanker#4 november 1980#44#wellington
chris masoe#flanker#15 may 1979#15#wellington
richie mccaw ( c )#flanker#31 december 1980#55#canterbury
reuben thorne#flanker#2 january 1975#48#canterbury
sione lauaki#number 8#22 june 1981#7#waikato
rodney so'oialo#number 8#3 october 1979#37#wellington
andrew ellis#scrum - half#21 february 1984#2#canterbury
byron kelleher#scrum - half#3 december 1976#54#waikato
brendon leonard#scrum - half#16 april 1985#4#waikato
dan carter#fly - half#5 march 1982#41#canterbury
nick evans#fly - half#14 august 1980#12#otago
aaron mauger#centre#29 november 1980#42#canterbury
luke mcalister#centre#28 august 1983#18#north harbour
conrad smith#centre#12 october 1981#12#wellington
isaia toeava#centre#5 january 1986#10#auckland
doug howlett#wing#21 september 1978#59#auckland
joe rokocoko#wing#6 june 1983#45#auckland
sitiveni sivivatu#wing#19 april 1982#17#waikato
leon macdonald#fullback#21 december 1977#47#canterbury
mils muliaina#fullback#31 july 1980#52#waikato
