month#avg high#avg low#mean avg#precip#record high#record low
jan#46degree#35degree#41degree#4.49 in#64degree (2005)#18degree (1996)
feb#50degree#36degree#43degree#3.67 in#66degree (1992)#19degree (2006)
mar#54degree#38degree#46degree#3.84 in#78degree (2004)#28degree (2006)
apr#58degree#42degree#50degree#2.84 in#83degree (1987)#32degree (1991)
may#65degree#47degree#56degree#2.10 in#89degree (2005)#35degree (2002)
jun#69degree#52degree#61degree#1.68 in#92degree (2002)#42degree (1991)
jul#75degree#55degree#65degree#0.97 in#103degree (2009)#48degree (2002)
aug#76degree#57degree#66degree#0.97 in#93degree (1990)#47degree (2000)
sep#71degree#52degree#62degree#1.71 in#93degree (1988)#42degree (2000)
oct#60degree#46degree#53degree#3.32 in#87degree (1987)#29degree (1991)
nov#52degree#40degree#46degree#4.92 in#66degree (1997)#20degree (2006)
