competition#venue#year#category#result
world championships#pol leszno#1999#world class#bronze
world championships#esp lillo#2001#world class#bronze
world championships#svk nitra#2003#world class#gold
world championships#nor elverum#2004#club class#gold
world championships#fra saint - auban#2005#grand prix#gold
european championships#svk nitra#2005#club class#gold
world championships#fra vinon - sur - verdon#2006#club class#gold
european championships#ltu pociunai#2007#club class#gold
world championships#nzl omarama#2007#grand prix#gold
world air games#ita torino#2009#grand prix#gold
world championships#chl santiago de chile#2010#grand prix#gold
world championships#svk prievidza#2010#standard class#gold
european championships#svk nitra#2011#standard class#gold
world championships#usa uvalde#2012#15 m#gold
world championships#argentina chavez#2013#standard class#gold
european championships#fra vinon - sur - verdon#2013#18 m#gold
european championships#pol ostrã cubicw wielkopolski#2013#standard class#gold
