average population (x 1000)#live births#deaths#natural change#migration#crude birth rate (per 1000)#crude death rate (per 1000)#natural change (per 1000)#migration (per 1000)
2 610 529#49 291#16 615#32 676#- 26 342#18.92#6.38#12.54#- 10.11
2 619 976#47 464#16 728#30 736#- 21 177#18.15#6.40#11.75#- 8.10
2 629 413#45 559#17 267#28 292#- 18 789#17.36#6.58#10.78#- 7.16
2 638 877#44 843#16 332#28 511#- 18 959#17.02#6.20#10.82#- 7.20
2 648 324#46 370#17 413#28 957#- 19 436#17.54#6.59#10.95#- 7.35
2 657 760#43 243#18 960#24 283#- 14 873#16.3#7.15#9.15#- 5.61
2 667 202#43 385#20 550#22 835#- 13 470#16.29#7.72#8.57#- 5.06
2 676 666#43 112#19 966#23 146#- 13 741#16.14#7.47#8.67#- 5.14
2 686 105#42 782#18 855#23 927#- 14 515#15.96#7.03#8.93#- 5.41
2 695 543#40 508#21 503#19 005#- 9 718#15.05#7.99#7.06#- 3.61
2 704 133#39 673#16 926#22 747#- 14 488#14.69#6.27#8.42#- 5.37
2 711 476#39 348#16 998#22 350#- 15 000#14.53#6.28#8.25#- 5.54
