game#date#team#score#high points#high rebounds#high assists#location attendance#record
59#march 2#indiana#w 113 - 89 (ot)#kevin durant , russell westbrook (21)#serge ibaka (12)#russell westbrook (9)#oklahoma city arena 18203#37 - 22
60#march 4#atlanta#w 111 - 104 (ot)#kevin durant (29)#kevin durant (8)#russell westbrook (9)#philips arena 17916#38 - 22
61#march 6#phoenix#w 122 - 118 (ot)#russell westbrook (32)#nick collison , thabo sefolosha (9)#russell westbrook (11)#oklahoma city arena 18203#39 - 22
62#march 7#memphis#l 101 - 107 (ot)#russell westbrook (27)#kevin durant , james harden , serge ibaka (6)#russell westbrook (7)#fedexforum 13903#39 - 23
63#march 9#philadelphia#w 110 - 105 (ot)#kevin durant (34)#kevin durant (16)#russell westbrook (12)#wells fargo center 19283#40 - 23
64#march 11#detroit#w 104 - 94 (ot)#kevin durant (24)#kevin durant (9)#russell westbrook (11)#oklahoma city arena 18203#41 - 23
65#march 13#cleveland#w 95 - 75 (ot)#russell westbrook (20)#serge ibaka (14)#eric maynor (8)#quicken loans arena 19811#42 - 23
66#march 14#washington#w 116 - 89 (ot)#kevin durant (32)#kendrick perkins (9)#russell westbrook (12)#verizon center 17921#43 - 23
67#march 16#miami#w 96 - 85 (ot)#kevin durant (29)#serge ibaka (12)#kevin durant (6)#american airlines arena 20083#44 - 23
68#march 18#charlotte#w 99 - 82 (ot)#kevin durant (25)#serge ibaka (13)#russell westbrook (7)#oklahoma city arena 18203#45 - 23
70#march 23#utah#w 106 - 94 (ot)#russell westbrook (31)#serge ibaka (13)#russell westbrook (5)#oklahoma city arena 18203#46 - 24
71#march 25#minnesota#w 111 - 103 (ot)#kevin durant (23)#serge ibaka (10)#russell westbrook (8)#oklahoma city arena 18203#47 - 24
72#march 27#portland#w 99 - 90 (ot)#russell westbrook (28)#kendrick perkins (10)#russell westbrook (7)#oklahoma city arena 18203#48 - 24
73#march 29#golden state#w 115 - 114 (ot)#kevin durant (39)#kendrick perkins (13)#russell westbrook (9)#oklahoma city arena 18203#49 - 24
