team#outgoing head coach#manner of departure#date of vacancy#position in table#incoming head coach#date of appointment
rah ahan#rasoul korbekandi#sacked#7 sep 2010#18#mehdi tartar#8 sep 2010
paykan#mohammad ahmadzadeh#resigned#10 oct 2010#18#hamid alidousti#15 oct 2010
steel azin#ljubiša tumbaković#sacked#13 oct 2010#13#afshin peyrovani#14 oct 2010
shahrdari tabriz#akbar misaghian#resigned#22 oct 2010#17#hamid derakhshan#26 oct 2010
saba qom#mahmoud yavari#sacked#25 oct 2010#8#abdollah veysi#2 nov 2010
steel azin#afshin peyrovani#resigned#23 nov 2010#18#mohammad khakpour#6 dec 2010
pas hamedan#ali asghar modir roosta#resigned#8 dec 2010#13#mahmoud yavari#12 dec 2010
sanat naft#acácio casimiro#sacked#24 feb 2011#9#gholam hossein peyrovani#7 mar 2011
steel azin#mohammad khakpour#resigned#3 mar 2011#18#mahmoud yavari#14 mar 2011
pas hamedan#mahmoud yavari#resigned#8 mar 2011#18#ali asghar modir roosta#10 mar 2011
shahin bushehr#hamid estili#sacked#2 apr 2011#16#akbar misaghian#4 apr 2011
