#athlete#shooting#fencing#swimming#riding#running#total
1#yane marques#174 (1024 pts)#24 - 2 (1216 pts)#2:14.72 (1304 pts)#74.42 (1032 pts)#11:43.01 (908 pts)#5484
2#monica pinette#176 (1048 pts)#17 - 9 (964 pts)#2:30.85 (1112 pts)#68.59 (1116 pts)#11:08.75 (1048 pts)#5288
3#mickelle kelly#170 (976 pts)#12 - 14 (784 pts)#2:26.75 (1160 pts)#68.25 (1144 pts)#10:33.55 (1188 pts)#5252
4#kara grant#176 (1048 pts)#11 - 15 (748 pts)#2:40.98 (992 pts)#77.53 (1192 pts)#10:33.38 (1188 pts)#5168
5#rita sanz - agero#172 (1000 pts)#15 - 11 (892 pts)#2:33.11 (1084 pts)#69.32 (1172 pts)#11:17.10 (1012 pts)#5160
6#marlene sanchez#169 (964 pts)#16 - 10 (928 pts)#2:30.47 (1116 pts)#68.04 (1060 pts)#11:14.67 (1024 pts)#5092
7#katia rodriguez#162 (880 pts)#14 - 12 (856 pts)#2:24.89 (1184 pts)#75.66 (1088 pts)#11:26.25 (976 pts)#4984
8#larissa lellys#153 (772 pts)#13 - 13 (820 pts)#2:24.01 (1192 pts)#64.85 (1116 pts)#11:22.38 (992 pts)#4892
9#marines garza#164 (904 pts)#11 - 15 (748 pts)#2:29.22 (1132 pts)#73.09 (1088 pts)#11:39.65 (924 pts)#4796
10#suaima garcia#179 (1084 pts)#12 - 14 (784 pts)#2:26.50 (1164 pts)#dnf (512 pts)#11:43.16 (908 pts)#4452
11#sheila taormina#161 (868 pts)#12 - 14 (784 pts)#2:07.36 (1392 pts)#dnf (100 pts)#11:28.18 (968 pts)#4112
12#gabriela raute#175 (1036 pts)#3 - 23 (460 pts)#3:32.10 (376 pts)#72.40 (1088 pts)#12:12.20 (792 pts)#3752
13#pamela zapata#154 (784 pts)#12 - 14 (784 pts)#2:31.01 (1108 pts)#dnf (240 pts)#12:49.91 (644 pts)#3560
