date#opponent#site#result#attendance
september 21 , 1968#oklahoma state#war memorial stadium little rock , ar#w32 - 15#53307
september 28 , 1968#tulsa#razorback stadium fayetteville , ar#w56 - 13#41712
october 5 , 1968#tcu#amon g carter stadium fort worth , tx#w17 - 7#41126
october 12 , 1968#baylor#razorback stadium fayetteville , ar#w35 - 19#41429
october 19 , 1968#17 texas#memorial stadium austin , tx#l29 - 39#66397
october 26 , 1968#north texas#war memorial stadium little rock , ar#w17 - 15#45802
november 2 , 1968#texas a&m#kyle field college station , tx ( rivalry )#w25 - 22#41925
november 9 , 1968#rice#razorback stadium fayetteville , ar#w46 - 21#43817
november 16 , 1968#smu#war memorial stadium little rock , ar#w35 - 29#49112
november 23 , 1968#texas tech#jones stadium lubbock , tx#w42 - 7#48165
january 1 , 1969#4 georgia#tulane stadium new orleans , la ( sugar bowl )#w16 - 2#82113
