year#date#winner#result#loser#location
1933#october 15#new york giants#56 - 0#philadelphia eagles#polo grounds
1933#december 10#new york giants#20 - 14#philadelphia eagles#baker bowl
1934#october 28#new york giants#17 - 0#philadelphia eagles#polo grounds
1934#december 2#philadelphia eagles#6 - 0#new york giants#baker bowl
1935#november 24#new york giants#10 - 0#philadelphia eagles#polo grounds
1935#december 1#new york giants#21 - 14#philadelphia eagles#baker bowl
1936#september 13#philadelphia eagles#10 - 7#new york giants#philadelphia municipal stadium
1936#october 25#new york giants#21 - 17#philadelphia eagles#polo grounds
1937#october 3#new york giants#16 - 7#philadelphia eagles#philadelphia municipal stadium
1937#october 17#new york giants#21 - 0#philadelphia eagles#polo grounds
1938#september 25#philadelphia eagles#14 - 10#new york giants#philadelphia municipal stadium
1938#october 16#new york giants#17 - 7#philadelphia eagles#polo grounds
1939#september 24#new york giants#13 - 3#philadelphia eagles#philadelphia municipal stadium
1939#october 15#new york giants#17 - 10#philadelphia eagles#polo grounds
