model#sensor res , size#lens (35 mmequiv) zoom , aperture#screen size , pixels#dimensions whd (mm)#weight
s01#10.1 mp 36482736 1 / 2.9#29 - 87 mm (3) f / 3.3 - 5.9#2.5 230k - dot#7751.217.2#96 g (w / batt)
s30#10.1 mp 36482736 1 / 3#29.1 - 87.3 mm (3) f / 3.3 - 5.9#2.7 230k - dot#101.964.839.4#214 g (w / batt)
s800c#16.0 mp 46083456 1 / 2.3#25 - 250 mm (10) f / 3.2 - 5.8#3.5 819k - dot#111.460.027.2#184 g (w / batt)
s1200pj#14.1 mp 43203240 1 / 2.3#28 - 140 mm (5) f / 3.9 - 5.8#3 460k - dot#10763.422.6#186 g (w / batt)
s2600#14.0 mp 43203240 1 / 2.3#26 - 130 mm (5) f / 3.2 - 6.5#2.7 230k - dot#93.858.419.5#121 g (w / batt)
s3300#16.0 mp 46083456 1 / 2.3#26 - 156 mm (6) f / 3.5 - 6.5#2.7 230k - dot#94.857.819.5#128 g (w / batt)
s4300#16.0 mp 46083456 1 / 2.3#26 - 156 mm (6) f / 3.5 - 6.5#3 460k - dot#95.558.920.8#139 g (w / batt)
s6300#16.0 mp 46083456 1 / 2.3#25 - 250 mm (10) f / 3.2 - 5.8#2.7 230k - dot#93.657.726.0#160 g (w / batt)
s6400#16.0 mp 46083456 1 / 2.3#25 - 300 mm (12) f / 3.1 - 6.5#3.0 460k - dot#95.458.626.7#150 g (w / batt)
s9200#16.0 mp 46083456 1 / 2.3#25 - 450 mm (18) f / 3.5 - 5.9#3 921k - dot#108.759.830.6#209 g (w / batt)
s9300#16.0 mp 46083456 1 / 2.3#25 - 450 mm (18) f / 3.5 - 5.9#3 921k - dot#108.762.330.6#215 g (w / batt)
