date#visitor#score#home#record
october 19#chicago black hawks#6 - 3#new york rangers#1 - 0 - 0
october 22#chicago black hawks#7 - 4#detroit red wings#2 - 0 - 0
october 23#detroit red wings#1 - 4#chicago black hawks#3 - 0 - 0
october 26#chicago black hawks#5 - 3#montreal canadiens#4 - 0 - 0
november 1#boston bruins#3 - 2#chicago black hawks#4 - 1 - 0
november 6#chicago black hawks#4 - 2#boston bruins#5 - 1 - 0
november 8#new york rangers#1 - 3#chicago black hawks#6 - 1 - 0
november 10#chicago black hawks#0 - 3#detroit red wings#6 - 2 - 0
november 13#toronto maple leafs#1 - 6#chicago black hawks#7 - 2 - 0
november 16#chicago black hawks#2 - 2#new york rangers#7 - 2 - 1
november 19#detroit red wings#2 - 7#chicago black hawks#8 - 2 - 1
november 20#toronto maple leafs#2 - 2#chicago black hawks#8 - 2 - 2
november 23#chicago black hawks#3 - 6#toronto maple leafs#8 - 3 - 2
november 24#montreal canadiens#0 - 5#chicago black hawks#9 - 3 - 2
november 26#chicago black hawks#1 - 4#new york rangers#9 - 4 - 2
november 27#chicago black hawks#5 - 4#boston bruins#10 - 4 - 2
november 30#new york rangers#5 - 0#chicago black hawks#10 - 5 - 2
december 3#chicago black hawks#1 - 3#montreal canadiens#10 - 6 - 2
december 4#detroit red wings#1 - 4#chicago black hawks#11 - 6 - 2
december 8#chicago black hawks#10 - 2#boston bruins#12 - 6 - 2
december 10#chicago black hawks#3 - 5#toronto maple leafs#12 - 7 - 2
december 11#boston bruins#2 - 2#chicago black hawks#12 - 7 - 3
december 14#montreal canadiens#1 - 2#chicago black hawks#13 - 7 - 3
december 17#chicago black hawks#4 - 4#montreal canadiens#13 - 7 - 4
december 18#toronto maple leafs#1 - 3#chicago black hawks#14 - 7 - 4
december 21#detroit red wings#4 - 6#chicago black hawks#15 - 7 - 4
december 25#new york rangers#1 - 0#chicago black hawks#15 - 8 - 4
december 27#chicago black hawks#3 - 2#new york rangers#16 - 8 - 4
december 31#chicago black hawks#5 - 1#toronto maple leafs#17 - 8 - 4
january 1#boston bruins#2 - 3#chicago black hawks#18 - 8 - 4
january 4#montreal canadiens#2 - 2#chicago black hawks#18 - 8 - 5
january 5#chicago black hawks#4 - 6#detroit red wings#18 - 9 - 5
january 8#boston bruins#3 - 1#chicago black hawks#18 - 10 - 5
january 11#detroit red wings#1 - 6#chicago black hawks#19 - 10 - 5
january 12#chicago black hawks#1 - 4#detroit red wings#19 - 11 - 5
january 14#new york rangers#3 - 5#chicago black hawks#20 - 11 - 5
january 15#toronto maple leafs#0 - 4#chicago black hawks#21 - 11 - 5
january 19#chicago black hawks#4 - 2#boston bruins#22 - 11 - 5
january 21#chicago black hawks#3 - 3#montreal canadiens#22 - 11 - 6
january 22#montreal canadiens#1 - 4#chicago black hawks#23 - 11 - 6
january 26#chicago black hawks#4 - 3#detroit red wings#24 - 11 - 6
january 28#chicago black hawks#5 - 2#toronto maple leafs#25 - 11 - 6
january 29#toronto maple leafs#1 - 5#chicago black hawks#26 - 11 - 6
february 1#boston bruins#1 - 6#chicago black hawks#27 - 11 - 6
february 4#chicago black hawks#3 - 3#montreal canadiens#27 - 11 - 7
february 5#chicago black hawks#5 - 0#boston bruins#28 - 11 - 7
february 8#montreal canadiens#0 - 5#chicago black hawks#29 - 11 - 7
february 11#chicago black hawks#4 - 4#toronto maple leafs#29 - 11 - 8
february 12#detroit red wings#2 - 3#chicago black hawks#30 - 11 - 8
february 16#chicago black hawks#5 - 1#detroit red wings#31 - 11 - 8
february 18#chicago black hawks#1 - 4#new york rangers#31 - 12 - 8
february 19#new york rangers#3 - 2#chicago black hawks#31 - 13 - 8
february 25#boston bruins#3 - 6#chicago black hawks#32 - 13 - 8
february 26#montreal canadiens#2 - 2#chicago black hawks#32 - 13 - 9
march 1#new york rangers#1 - 6#chicago black hawks#33 - 13 - 9
march 2#chicago black hawks#5 - 2#boston bruins#34 - 13 - 9
march 4#chicago black hawks#0 - 3#toronto maple leafs#34 - 14 - 9
march 5#toronto maple leafs#2 - 5#chicago black hawks#35 - 14 - 9
march 8#boston bruins#1 - 3#chicago black hawks#36 - 14 - 9
march 11#chicago black hawks#3 - 3#montreal canadiens#36 - 14 - 10
march 12#toronto maple leafs#0 - 5#chicago black hawks#37 - 14 - 10
march 15#chicago black hawks#3 - 1#new york rangers#38 - 14 - 10
march 18#chicago black hawks#5 - 9#toronto maple leafs#38 - 15 - 10
march 19#montreal canadiens#4 - 4#chicago black hawks#38 - 15 - 11
march 22#new york rangers#3 - 3#chicago black hawks#38 - 15 - 12
march 26#chicago black hawks#2 - 4#detroit red wings#38 - 16 - 12
march 28#detroit red wings#2 - 7#chicago black hawks#39 - 16 - 12
march 30#chicago black hawks#3 - 1#boston bruins#40 - 16 - 12
april 1#chicago black hawks#4 - 5#montreal canadiens#40 - 17 - 12
april 2#chicago black hawks#8 - 0#new york rangers#41 - 17 - 12
