date#visitor#score#home#decision#attendance#record
march 1#san jose#2 - 0#st louis#legace#19150#28 - 27 - 10
march 4#los angeles#2 - 3#st louis#legace#14973#29 - 27 - 10
march 5#st louis#1 - 4#detroit#legace#18064#29 - 28 - 10
march 8#st louis#2 - 4#vancouver#legace#18630#29 - 29 - 10
march 10#st louis#3 - 7#calgary#toivonen#19289#29 - 30 - 10
march 11#st louis#3 - 4#edmonton#legace#16839#29 - 30 - 11
march 14#st louis#1 - 4#san jose#toivonen#17496#29 - 31 - 11
march 15#st louis#2 - 5#anaheim#legace#17174#29 - 32 - 11
march 18#st louis#4 - 3#montreal#legace#21273#30 - 32 - 11
march 20#st louis#2 - 3#ottawa#toivonen#20027#30 - 33 - 11
march 23#st louis#3 - 4#chicago#toivonen#19146#30 - 33 - 12
march 25#detroit#2 - 1#st louis#legace#19150#30 - 34 - 12
march 28#st louis#4 - 3#detroit#legace#20066#31 - 34 - 12
march 29#chicago#4 - 3#st louis#legace#19150#31 - 35 - 12
