place#player#country#score#to par#money
t1#billy casper#united states#72 + 68 + 68 + 71 = 279#- 9#playoff
t1#gene littler#united states#69 + 70 + 70 + 70 = 279#- 9#playoff
3#gary player#south africa#74 + 68 + 68 + 70 = 280#- 8#14000
4#bert yancey#united states#69 + 70 + 72 + 70 = 281#- 7#10000
t5#tommy aaron#united states#68 + 74 + 69 + 72 = 283#- 5#6667
t5#dave hill#united states#73 + 70 + 70 + 70 = 283#- 5#6667
t5#dave stockton#united states#72 + 72 + 69 + 70 = 283#- 5#6667
8#jack nicklaus#united states#71 + 75 + 69 + 69 = 284#- 4#4500
9#frank beard#united states#71 + 76 + 68 + 70 = 285#- 3#4000
t10#bob lunn#united states#70 + 70 + 75 + 72 = 287#- 1#3500
t10#chi - chi rodríguez#united states#70 + 76 + 73 + 68 = 287#- 1#3500
