no in series#no in season#title#directed by#written by#original air date
145#1#it was a dark and stormy night#john tracy#marc warren & dennis rinsler#september 14 , 1993
146#2#the apartment#john tracy#tom burkhard#september 21 , 1993
147#3#wrong - way tanner#john tracy#jamie tatham & chuck tatham#september 28 , 1993
148#4#tough love#joel zwick#ellen guylas#october 5 , 1993
149#5#fast friends#john tracy#bob sand#october 12 , 1993
150#6#smash club : the next generation#john tracy#carolyn omine#october 19 , 1993
151#7#high anxiety#john tracy#tom amundsen#october 26 , 1993
152#8#another opening , another no show#joel zwick#story by : elias davis teleplay by : tom burkhard#november 2 , 1993
153#9#the day of the rhino#james o'keefe#adam i lapidus#november 9 , 1993
154#10#the prying game#john tracy#ellen guylas#november 16 , 1993
155#11#the bicycle thief#john tracy#chuck tatham & jamie tatham#november 23 , 1993
156#12#support your local parents#james o'keefe#bob sand#november 30 , 1993
157#13#the perfect couple#john tracy#marc warren & dennis rinsler#december 14 , 1993
158#14#is it true about stephanie#joel zwick#carolyn omine#january 4 , 1994
159#15#the test#john tracy#dan chasin & linda lane#january 11 , 1994
160#16#joey 's funny valentine#john tracy#adam i lapidus#january 25 , 1994
161#17#the last dance#john tracy#tom amundsen#february 8 , 1994
162#18#kissing cousins#john tracy#tom burkhard#february 15 , 1994
163#19#love on the rocks#tom rickard#ellen guylas#march 1 , 1994
