date#competition#venue#result#score#goals
3 / 3 / 00#super league v#knowsley road#w#32 - 10#h.paul 6 / 6
19 / 3 / 00#super league v#odsal stadium#w#58 - 4#h.paul 7 / 11
2 / 4 / 00#super league v#mcalpine stadium#w#60 - 2#h.paul 10 / 10
9 / 4 / 00#super league v#odsal stadium#w#44 - 12#h.paul 7 / 7 , h.paul 1 dg , lowes 1 dg
16 / 4 / 00#super league v#the willows#w#52 - 1#deacon 8 / 9
21 / 4 / 00#super league v#odsal stadium#w#32 - 12#deacon 6 / 6
3 / 5 / 00#super league v#the boulevard#d#8 - 8#deacon 2 / 2
7 / 5 / 00#super league v#odsal stadium#w#44 - 16#h.paul 6 / 8
12 / 5 / 00#super league v#odsal stadium#w#62 - 2#h.paul 9 / 11
19 / 5 / 00#super league v#headingley stadium#w#44 - 2#h.paul 8 / 8
28 / 5 / 00#super league v#wilderspool stadium#l#32 - 42#h.paul 6 / 6
2 / 6 / 00#super league v#odsal stadium#w#17 - 16#h.paul 2 / 3 , deacon 1 dg
7 / 6 / 00#super league v#jjb stadium#d#12 - 12#h.paul 4 / 4
11 / 6 / 00#super league v#odsal stadium#w#48 - 20#h.paul 6 / 9
16 / 6 / 00#super league v#the jungle#w#39 - 10#h.paul 7 / 7 , boyle 1 dg
25 / 6 / 00#super league v#odsal stadium#w#96 - 16#h.paul 14 / 17
30 / 6 / 00#super league v#odsal stadium#l#18 - 30#h.paul 3 / 3
9 / 7 / 00#super league v#the valley#w#24 - 16#h.paul 4 / 4
14 / 7 / 00#super league v#odsal stadium#w#56 - 6#h.paul 8 / 10
23 / 7 / 00#super league v#belle vue#w#30 - 20#h.paul 5 / 5
30 / 7 / 00#super league v#odsal stadium#l#26 - 28#h.paul 1 / 1 , deacon 4 / 4
6 / 8 / 00#super league v#shay stadium#d#20 - 20#h.paul 6 / 6
11 / 8 / 00#super league v#odsal stadium#w#28 - 8#h.paul 4 / 5
18 / 8 / 00#super league v#odsal stadium#w#52 - 20#h.paul 8 / 9
27 / 8 / 00#super league v#jjb stadium#l#19 - 20#h.paul 3 / 3 , deacon 1 dg
3 / 9 / 00#super league v#shay stadium#w#25 - 18#h.paul 4 / 4 , deacon 1 dg
8 / 9 / 00#super league v#odsal stadium#w#14 - 12#h.paul 3 / 3
17 / 9 / 00#super league v#the boulevard#l#12 - 25#deacon 2 / 2
