tournament#surface#week#winner and score#finalist#semifinalists
indian wells#hard#march 2#michael chang 6 - 3 , 6 - 4 , 7 - 5#andrei chesnokov#michael stich francisco clavet
key biscane#hard#march 9#michael chang 7 - 5 , 7 - 5#alberto mancini#jim courier jakob hlasek
monte carlo#clay#april 20#thomas muster 6 - 3 , 6 - 1 , 6 - 3#aaron krickstein#goran prpić arnaud boetsch
hamburg#clay#may 4#stefan edberg 5 - 7 , 6 - 4 , 6 - 1#michael stich#carlos costa boris becker
rome#clay#may 11#jim courier 7 - 6 (3) , 6 - 0 , 6 - 4#carlos costa#carl - uwe steeb petr korda
toronto#hard#july 20#andre agassi 3 - 6 , 6 - 2 , 6 - 0#ivan lendl#wally masur malivai washington
cincinnati#hard#august 10#pete sampras 6 - 3 , 3 - 6 , 6 - 3#ivan lendl#michael chang stefan edberg
stockholm#carpet (i)#october 26#goran ivanišević 7 - 6 (2) , 4 - 6 , 7 - 6 (5) , 6 - 2#guy forget#pete sampras stefan edberg
paris#carpet (i)#november 2#boris becker 7 - 6 (3) , 6 - 3 , 3 - 6 , 6 - 3#guy forget#goran ivanišević jakob hlasek
frankfurt ( awc )#carpet (i)#november 16#boris becker 6 - 4 , 6 - 3 , 7 - 5#jim courier#goran ivanišević pete sampras
