year#w : l : d#position#chairman#ceo#coach#captain#vice - captain#best and fairest#leading goalkicker
2000#15:10:0#4th#r p casey / a carter#g miller#d pagan#w carey#a stevens#p bell#w carey 69
2001#9:13:0#13th#a carter / a aylett#g miller / m easy#d pagan#w carey#a stevens#s grant#s rocca 48
2002#12:11:0#7th#a aylett#m easy / g walsh#d pagan#a stevens#g archer#a simpson#s rocca 50
2003#11:10:1#10th#a aylett#g walsh#d laidley#a stevens#g archer#b harvey#l harding 33
2004#10:12:0#10th#a aylett#g walsh#d laidley#a simpson#b harvey#b rawlings#s rocca 49
2005#13:10:0#7th#a aylett / g duff#g walsh#d laidley#a simpson#b harvey#b harvey#n thompson 52
2006#7:15:0#14th#g duff#g walsh / r aylett#d laidley#a simpson#b harvey#b rawlings#n thompson 54
2007#15:10:0#3rd#g duff / j magowan / j brayshaw#r aylett#d laidley#a simpson#b harvey#b harvey#c jones 43
2008#12:10:1#7th#j brayshaw#e arocca#d laidley#a simpson#b harvey#b harvey#d hale 37
2009#7:14:1#13th#j brayshaw#e arocca#d laidley / d crocker#b harvey#d petrie#a swallow#d petrie 27
2010#11:11:0#9th#j brayshaw#e arocca#b scott#b harvey#d petrie#b harvey , b rawlings#l thomas 29
2011#10:12:0#9th#j brayshaw#e arocca#b scott#b harvey#d petrie#a swallow , d wells#d petrie 48
2012#14:8:0#8th#j brayshaw#earocca / cvale#b scott#a swallow#d petrie , j ziebell#aswallow#d petrie 57
