date#h / a / n#opponent#score#record
december 4#h#boston celtics#107 - 118#1 - 27
december 6#h#buffalo braves#108 - 106#2 - 27
december 9#h#portland trail blazers#102 - 109#2 - 28
december 11#a#milwaukee bucks#92 - 134#2 - 29
december 12#a#cincinnati royals#95 - 114#2 - 30
december 13#h#san diego rockets#95 - 118#2 - 31
december 15#a#new york knicks#92 - 110#2 - 32
december 16#h#new york knicks#84 - 108#2 - 33
december 18#a#buffalo braves#94 - 113#2 - 34
december 19#h#buffalo braves#123 - 112#3 - 34
december 20#h#chicago bulls#103 - 116#3 - 35
december 22#a#chicago bulls#80 - 121#3 - 36
december 25#a#cincinnati royals#100 - 117#3 - 37
december 26#h#buffalo braves#120 - 107#4 - 37
december 27#h#philadelphia 76ers#114 - 101#5 - 37
december 29#h#milwaukee bucks#97 - 119#5 - 38
december 31#a#atlanta hawks#85 - 119#5 - 39
