game#date#opponent#result#bills points#opponents#bills first downs#record
1#sept 16#new england patriots#win#31#13#23#1 - 0
2#sept 23#san diego chargers#loss#7#34#16#1 - 1
3#sept 30#new york jets#win#9#7#15#2 - 1
4#oct 7#philadelphia eagles#win#27#26#16#3 - 1
5#oct 14#baltimore colts#win#31#13#18#4 - 1
6#oct 21#miami dolphins#loss#6#27#8#4 - 2
7#oct 29#kansas city chiefs#win#23#14#21#5 - 2
8#nov 4#new orleans saints#loss#0#13#10#5 - 3
9#nov 11#cincinnati bengals#loss#13#16#10#5 - 4
10#nov 18#miami dolphins#loss#0#17#15#5 - 5
11#nov 25#baltimore colts#win#24#17#16#6 - 5
12#dec 2#atlanta falcons#win#17#6#17#7 - 5
13#dec 9#new england patriots#win#37#13#13#8 - 5
