date#opponents#h / a#result f - a#attendance#league position
15 august 1993#norwich city#a#2 - 0#19705#5th
18 august 1993#sheffield united#h#3 - 0#41949#1st
21 august 1993#newcastle united#h#1 - 1#41829#3rd
23 august 1993#aston villa#a#2 - 1#39624#1st
28 august 1993#southampton#a#3 - 1#16189#1st
1 september 1993#west ham united#h#3 - 0#44613#1st
11 september 1993#chelsea#a#0 - 1#37064#1st
19 september 1993#arsenal#h#1 - 0#44009#1st
25 september 1993#swindon town#h#4 - 2#44583#1st
2 october 1993#sheffield wednesday#a#3 - 2#34548#1st
16 october 1993#tottenham hotspur#h#2 - 1#44655#1st
23 october 1993#everton#a#1 - 0#35430#1st
30 october 1993#queens park rangers#h#2 - 1#44663#1st
7 november 1993#manchester city#a#3 - 2#35155#1st
20 november 1993#wimbledon#h#3 - 1#44748#1st
24 november 1993#ipswich town#h#0 - 0#43300#1st
27 november 1993#coventry city#a#1 - 0#17020#1st
4 december 1993#norwich city#h#2 - 2#44694#1st
7 december 1993#sheffield united#a#3 - 0#26746#1st
11 december 1993#newcastle united#a#1 - 1#36388#1st
19 december 1993#aston villa#h#3 - 1#44499#1st
26 december 1993#blackburn rovers#h#1 - 1#44511#1st
29 december 1993#oldham athletic#a#5 - 2#16708#1st
1 january 1994#leeds united#h#0 - 0#44724#1st
4 january 1994#liverpool#a#3 - 3#42795#1st
15 january 1994#tottenham hotspur#a#1 - 0#31343#1st
22 january 1994#everton#h#1 - 0#44750#1st
5 february 1994#queens park rangers#a#3 - 2#21267#1st
26 february 1994#west ham united#a#2 - 2#28832#1st
5 march 1994#chelsea#h#0 - 1#44745#1st
16 march 1994#sheffield wednesday#h#5 - 0#43669#1st
19 march 1994#swindon town#a#2 - 2#18102#1st
22 march 1994#arsenal#a#2 - 2#36203#1st
30 march 1994#liverpool#h#1 - 0#44751#1st
2 april 1994#blackburn rovers#a#0 - 2#20886#1st
4 april 1994#oldham athletic#h#3 - 2#44686#1st
16 april 1994#wimbledon#a#0 - 1#28553#1st
23 april 1994#manchester city#h#2 - 0#44333#1st
27 april 1994#leeds united#a#2 - 0#41125#1st
1 may 1994#ipswich town#a#2 - 1#22559#1st
4 may 1994#southampton#h#2 - 0#44705#1st
8 may 1994#coventry city#h#0 - 0#44717#1st
