date#opponent#score#loss#attendance#record
april 8#royals#2 - 1#stieb (0 - 1)#41086#0 - 1
april 10#royals#1 - 0 (10)#beckwith (0 - 1)#14740#1 - 1
april 11#royals#4 - 3 (10)#quisenberry (0 - 1)#17798#2 - 1
april 12#orioles#7 - 2#key (0 - 1)#26585#2 - 2
april 13#orioles#8 - 7#caudill (2 - 1)#28529#2 - 3
april 14#orioles#5 - 3#boddicker (1 - 1)#25111#3 - 3
april 16#rangers#9 - 4#leal (0 - 1)#41284#3 - 4
april 17#rangers#3 - 1 (10)#stewart (0 - 1)#15472#4 - 4
april 18#rangers#4 - 2#tanana (0 - 2)#15380#5 - 4
april 19#orioles#6 - 5#stewart (1 - 1)#20213#6 - 4
april 20#orioles#3 - 2#martinez (1 - 1)#40451#7 - 4
april 21#orioles#3 - 2#key (0 - 2)#29082#7 - 5
april 22#royals#2 - 0#stieb (1 - 2)#20281#7 - 6
april 23#royals#7 - 6#caudill (3 - 2)#18491#7 - 7
april 24#royals#10 - 2#saberhagen (1 - 2)#18006#8 - 7
april 26#rangers#6 - 5#schmidt (0 - 1)#10725#9 - 7
april 27#rangers#9 - 8 (10)#stewart (0 - 2)#13769#10 - 7
april 28#rangers#6 - 3#mason (2 - 2)#11324#11 - 7
april 29#athletics#2 - 1#krueger (2 - 2)#13852#12 - 7
april 30#athletics#4 - 3#howell (0 - 1)#6439#13 - 7
