year#event#skip#third#second#lead
1972#women 's juniors#judy jamieson#debbie grant#lynn britt#denise allan
1972#british consols#eldon coombe#keith forgues#jim patrick#barry provost
1979#men 's masters#ted root#ralph smith#bob martin#elwyn macdonald
1985#intermediate men 's#russ taylor#bruce lonsbery#al reed#jack casserly
1990#men 's masters#ken hart#roy james#cec morris#rae brown
1993#silver tankard#brad shinn ian macaulay#john theriault bill gamble#dave korim richard groulx#geoff colley barry conrad
1993#challenge#terry clark#jack casserly#wayne lennon#ian macaulay
1995#men 's colts#ken campbell#john galligan#james sutherland#steve o'brien
1997#men 's masters#rod matheson#jack ross#bob mckenzie#gord cummings
1997#senior mixed#paul engelbrecht#bonnie matheson#rod matheson#darlene engelrecht
1997#men 's juniors#john morris#craig savill#matt st louis#mark homan
1998#women 's juniors#jenn hanna#amanda vanderspank#julie colquhoun#stephanie hanna
1998#men 's juniors#john morris#craig savill#andy ormsby#brent laing
1999#women 's trophy#laurie shields#barb wheatley#andrea leganchuk#sandra ribey
1999#men 's juniors#john morris#craig savill#jason young#brent laing
2000#senior mixed#reg plaster#donna lamoureux#randy garland#dianne sullivan
2002#women 's trophy#eveline shaw#laurie shields#andrea leganchuk#sue kollar
2002#women 's tankard#eveline shaw joyce potter#laurie shields muriel potter#margaret pross janelle sadler#sue kollar faye linseman
2003#senior mixed#randy garland#eveline shaw#roger shaw#margaret pross
2003#senior women 's#joyce potter#muriel potter#janelle sadler#faye linseman
2005#men 's masters#rod matheson#eldon coombe#ron brown#georges bourgon
2005#scott tournament of hearts#jenn hanna#pascale letendre#dawn askin#stephanie hanna
2009#women 's juniors#rachel homan#emma miskew#alison kreviazuk#lynn kreviazuk
2010#women 's juniors#rachel homan#emma miskew#laura crocker#lynn kreviazuk
2011#men 's juniors#mathew camm#scott howard#david mathers#andrew hamilton
2011#scotties tournament of hearts#rachel homan#emma miskew#alison kreviazuk#lisa weagle
2011#men 's masters#layne noble#rick bachand#randy garland#cal hegge
2012#men 's seniors#brian lewis#jeff mccrady#steve doty#graham sinclair
2012#men 's grand masters#rod matheson#eldon coombe#jamie angus#john lockett
2013#scotties tournament of hearts#rachel homan#emma miskew#alison kreviazuk#lisa weagle
