district#incumbent#party#first elected#result#candidates
texas 1#wright patman#democratic#1928#re - elected#wright patman (d) unopposed
texas 2#jesse m combs#democratic#1944#re - elected#jesse m combs (d) 96.2% don parker (r) 3.8%
texas 3#lindley beckworth#democratic#1938#re - elected#lindley beckworth (d) unopposed
texas 4#sam rayburn#democratic#1912#re - elected#sam rayburn (d) 93.7% floyd harry (r) 6.3%
texas 7#tom pickett#democratic#1944#re - elected#tom pickett (d) unopposed
texas 9#joseph j mansfield#democratic#1916#re - elected#joseph j mansfield (d) unopposed
texas 10#lyndon b johnson#democratic#1937#re - elected#lyndon b johnson (d) unopposed
texas 11#william r poage#democratic#1936#re - elected#william r poage (d) unopposed
texas 13#ed gossett#democratic#1938#re - elected#ed gossett (d) unopposed
texas 14#john e lyle , jr#democratic#1944#re - elected#john e lyle , jr (d) unopposed
texas 15#milton h west#democratic#1933#re - elected#milton h west (d) unopposed
texas 16#r ewing thomason#democratic#1930#re - elected#r ewing thomason (d) unopposed
texas 17#sam m russell#democratic#1940#retired democratic hold#omar burleson (d) unopposed
texas 18#eugene worley#democratic#1940#re - elected#eugene worley (d) 74.0% frank t o'brien (r) 26.0%
texas 20#paul j kilday#democratic#1938#re - elected#paul j kilday (d) unopposed
