place#player#country#score#to par
1#retief goosen#south africa#68 + 70 + 69 = 207#3
t2#olin browne#united states#67 + 71 + 72 = 210#e
t2#jason gore#united states#71 + 67 + 72 = 210#e
t4#michael campbell#new zealand#71 + 69 + 71 = 211#+ 1
t4#mark hensby#australia#71 + 68 + 72 = 211#+ 1
6#david toms#united states#70 + 72 + 70 = 212#+ 2
t7#k j choi#south korea#69 + 70 + 74 = 213#+ 3
t7#peter hedblom#sweden#77 + 66 + 70 = 213#+ 3
t7#lee westwood#england#68 + 72 + 73 = 213#+ 3
t7#tiger woods#united states#70 + 71 + 72 = 213#+ 3
