place#player#country#score#to par#money
1#billy casper#united states#71 + 68 + 69 + 74 = 282#+ 2#12000
2#bob rosburg#united states#75 + 70 + 67 + 71 = 283#+ 3#6600
t3#claude harmon#united states#72 + 71 + 70 + 71 = 284#+ 4#3600
t3#mike souchak#united states#71 + 70 + 72 + 71 = 284#+ 4#3600
t5#doug ford#united states#72 + 69 + 72 + 73 = 286#+ 6#2100
t5#arnold palmer#united states#71 + 69 + 72 + 74 = 286#+ 6#2100
t5#ernie vossler#united states#72 + 70 + 72 + 72 = 286#+ 6#2100
t8#ben hogan#united states#69 + 71 + 71 + 76 = 287#+ 7#1350
t8#sam snead#united states#73 + 72 + 67 + 75 = 287#+ 7#1350
10#dick knight#united states#69 + 75 + 73 + 73 = 290#+ 10#900
