date#opponent#score#loss#record
august 1#giants#6 - 5#reynoso (7 - 7)#36 - 68
august 2#reds#6 - 2#blair (4 - 8)#36 - 69
august 3#reds#5 - 4#leskanic (1 - 5)#36 - 70
august 4#reds#9 - 3#harris (10 - 11)#36 - 71
august 5#reds#11 - 4#bottenfield (3 - 8)#36 - 72
august 6#padres#6 - 3#reynoso (7 - 8)#36 - 73
august 6#padres#6 - 2#blair (4 - 9)#36 - 74
august 8#padres#5 - 2#brocail (2 - 8)#37 - 74
august 9#dodgers#3 - 2#gott (4 - 6)#38 - 74
august 10#dodgers#4 - 2#astacio (8 - 7)#39 - 74
august 11#dodgers#3 - 2#martínez (8 - 7)#40 - 74
august 12#dodgers#4 - 1#hershiser (8 - 12)#41 - 74
august 13#astros#5 - 3#jones (3 - 9)#42 - 74
august 14#astros#9 - 0#harris (10 - 12)#42 - 75
august 15#astros#4 - 3#hernandez (3 - 3)#43 - 75
august 17#phillies#10 - 7#reynoso (8 - 9)#43 - 76
august 18#phillies#7 - 6#ruffin (4 - 5)#43 - 77
august 19#phillies#6 - 5#mason (4 - 9)#44 - 77
august 21#mets#4 - 3#innis (1 - 3)#45 - 77
august 21#mets#8 - 6#jones (1 - 1)#46 - 77
august 22#mets#4 - 3#fernandez (2 - 4)#47 - 77
august 23#phillies#3 - 2#mason (4 - 10)#48 - 77
august 24#phillies#4 - 2#blair (5 - 10)#48 - 78
august 25#phillies#8 - 5#sanford (1 - 1)#48 - 79
august 26#mets#7 - 1#harris (11 - 13)#48 - 80
august 27#mets#3 - 2#bottenfield (4 - 9)#48 - 81
august 28#mets#7 - 5#jones (1 - 2)#49 - 81
august 29#mets#6 - 1#tanana (6 - 13)#50 - 81
august 30#expos#6 - 1#sanford (1 - 2)#50 - 82
august 31#expos#14 - 3#harris (11 - 14)#50 - 83
