game#december#opponent#score#record#points
27#4#chicago black hawks#7 - 5#18 - 5 - 4#40
28#6#detroit red wings#2 - 4#18 - 6 - 4#40
29#7#colorado rockies#4 - 2#19 - 6 - 4#42
30#10#chicago black hawks#2 - 2#19 - 6 - 5#43
31#13#pittsburgh penguins#6 - 5#20 - 6 - 5#45
32#14#st louis blues#5 - 4#21 - 6 - 5#47
33#18#colorado rockies#2 - 0#22 - 6 - 5#49
34#20#washington capitals#5 - 2#23 - 6 - 5#51
35#21#washington capitals#0 - 6#23 - 7 - 5#51
36#27#calgary flames#1 - 2#23 - 8 - 5#51
37#28#edmonton oilers#2 - 1#24 - 8 - 5#53
38#30#minnesota north stars#5 - 6#24 - 9 - 5#53
