rank#rider#mon 18 aug#tues 19 aug#wed 20 aug#thurs 21 aug#fri 22 aug
1#james mccullagh 750cc suzuki#cancelled no time#21'03.68 107.486 mph#20'40.80 109.468 mph#-- no time#19'06.76 118.445 mph
2#adam barclay 750cc suzuki#cancelled no time#19'51.52 114.014 mph#-- no time#19'12.43 117.862 mph#-- no time
3#michael weldon 750cc suzuki#cancelled no time#-- no time#19'54.15 113.744 mph#21'12.41 106.749 mph#19'13.10 115.983 mph
4#scott wilson 750cc suzuki#cancelled no time#20'57.20 108.040 mph#19'31.48 115.945 mph#-- no time#19'13.36 117.768 mph
5#ryan mccay 750cc suzuki#cancelled no time#-- no time#-- no time#-- no time#19'22.38 116.854 mph
6#phillip mcgurk 600cc honda#cancelled no time#20'27.37 112.008 mph#20'05.12 112.709 mph#19'31.60 115.993 mph#19'32.27 115.867 mph
7#mickey fitzpatrick 600cc honda#cancelled no time#20'27.37 110.666 mph#20'21.48 111.200 mph#20'07.51 112.486 mph#19'40.71 115.040 mph
8#michael russell 750cc suzuki#cancelled no time#-- no time#20'14.42 111.846 mph#20'06.18 112.610 mph#19'43.70 114.749 mph
9#wayne kirwan 600cc yamaha#cancelled no time#20'53.85 108.329 mph#20'35.80 109.911 mph#-- no time#19'44.05 114.715 mph
10#ryan kneen 750cc suzuki#cancelled no time#21'57.33 103.109 mph#21'08.05 117.006 mph#20'23.72 110.996 mph#19'45.85 114.542 mph
11#kevin fitzpatrick 750cc suzuki#cancelled no time#23'03.92 97.935 mph#21'01.43 107.678 mph#-- no time#19'45.86 114.540 mph
12#simon fulton 750cc suzuki#cancelled no time#20'51.06 108.571 mph#20'03.42 112.869 mph#-- no time#19'47.20 114.450 mph
13#trevor ferguson 750cc suzuki#cancelled no time#20'53.85 108.329 mph#20'35.80 109.911 mph#20'50.82 111.717 mph#19'49.46 114.145 mph
14#peter symes 750cc suzuki#cancelled no time#20'50.08 108.655 mph#20'19.74 111.358 mph#20'06.01 112.626 mph#19'53.20 113.835 mph
15#stephen mcllvenna 600cc yamaha#cancelled no time#20'39.26 109.604 mph#19'57.52 113.425 mph#19'54.33 113.728 mph#19'53.47 113.809 mph
16#glyn jones 750cc suzuki#cancelled no time#-- no time#20'47.24 108.903 mph#-- no time#19'54.41 113.720 mph
17#andrew jackson 600cc honda#cancelled no time#-- no time#20'07.89 112.450 mph#20'02.62 112.943 mph#20'07.82 112.457 mph
18#bill callister 600cc honda#cancelled no time#20'37.06 109.799 mph#20'05.81 112.645 mph#20'24.70 110.908 mph#20'29.17 110.504 mph
