date#opponent#score#loss#record
april 4#pirates#9 - 2#pãrez (0 - 1)#1 - 0
april 6#pirates#10 - 2#wells (0 - 1)#2 - 0
april 8#cubs#6 - 3 (12)#leicester (0 - 1)#3 - 0
april 9#cubs#0 - 4#sheets (0 - 1)#3 - 1
april 10#cubs#5 - 6 (12)#turnbow (0 - 1)#3 - 2
april 11#pirates#6 - 2#wells (0 - 2)#4 - 2
april 12#pirates#2 - 4#glover (0 - 1)#4 - 3
april 13#pirates#6 - 2#white (0 - 2)#5 - 3
april 15#cardinals#0 - 3#sheets (1 - 2)#5 - 4
april 16#cardinals#3 - 5#davis (2 - 1)#5 - 5
april 17#cardinals#2 - 3#adams (0 - 1)#5 - 6
april 18#dodgers#3 - 7#capuano (0 - 1)#5 - 7
april 19#dodgers#6 - 8 (10)#phelps (0 - 1)#5 - 8
april 20#astros#1 - 6#sheets (1 - 3)#5 - 9
april 21#astros#7 - 8#davis (2 - 2)#5 - 10
april 22#giants#6 - 1#rueter (0 - 2)#6 - 10
april 23#giants#2 - 6#capuano (0 - 2)#6 - 11
april 24#giants#8 - 5#williams (0 - 2)#7 - 11
april 25#cardinals#postponed (rain) rescheduled for april 28#postponed (rain) rescheduled for april 28#postponed (rain) rescheduled for april 28
april 26#cardinals#3 - 5#davis (2 - 3)#7 - 12
april 27#cardinals#3 - 6#santos (1 - 1)#7 - 13
april 28#cardinals#4 - 3#marquis (3 - 1)#8 - 13
april 29#reds#4 - 3#claussen (1 - 2)#9 - 13
april 30#reds#6 - 5#valentine (0 - 1)#10 - 13
