date#opponent#score#decision#attendance#record
march 2#new york islanders#4 - 2#raycroft#11298#28 - 35 - 1
march 4#detroit red wings#3 - 2#raycroft#18007#28 - 36 - 1
march 8#chicago blackhawks#5 - 1#budaj#22121#29 - 36 - 1
march 10#atlanta thrashers#3 - 0#budaj#13608#29 - 37 - 1
march 12#minnesota wild#2 - 1#budaj#14213#30 - 37 - 1
march 14#edmonton oilers#3 - 2#budaj#16839#31 - 37 - 1
march 15#vancouver canucks#4 - 2#raycroft#18630#31 - 38 - 1
march 17#minnesota wild#3 - 2#budaj#18568#31 - 38 - 2
march 19#edmonton oilers#8 - 1#budaj#13612#31 - 39 - 2
march 22#san jose sharks#3 - 1#raycroft#17496#31 - 40 - 2
march 25#anaheim ducks#7 - 2#budaj#16279#31 - 41 - 2
march 27#vancouver canucks#4 - 1#raycroft#16177#31 - 42 - 2
march 29#anaheim ducks#4 - 1#budaj#17182#31 - 43 - 2
