date#opponent#venue#result#attendance (away)
11 august 2007#kidderminster harriers#away#won 2 - 1#1976
15 august 2007#torquay united#home#lost 0 - 3#3139
18 august 2007#droylsden#home#won 3 - 1#1779
24 august 2007#histon#away#won 2 - 1#1976
27 august 2007#crawley town#home#lost 0 - 1#2457
1 september 2007#altrincham#away#won 2 - 1#991
4 september 2007#forest green rovers#away#won 3 - 2#1103
8 september 2007#northwich victoria#home#won 5 - 0#2002
15 september 2007#oxford united#away#won 3 - 2#5811
18 september 2007#york city#home#won 2 - 0#2402
22 september 2007#farsley celtic#home#won 4 - 3#2334
25 september 2007#cambridge united#away#drew 1 - 1#3610
2 october 2007#exeter city#home#won 2 - 0#2943
6 october 2007#stevenage borough#away#lost 1 - 3#3070
9 october 2007#ebbsfleet united#home#won 2 - 0#2399
13 october 2007#burton albion#away#lost 0 - 2#1971
20 october 2007#halifax town#home#won 1 - 0#2389
2 november 2007#weymouth#away#won 2 - 0#1752
17 november 2007#rushden & diamonds#home#won 2 - 1#3110
22 november 2007#grays athletic#home#won 3 - 2#2034
2 december 2007#salisbury city#away#won 4 - 0#1786
8 december 2007#stafford rangers#home#won 4 - 3#2669
26 december 2007#woking#away#won 1 - 0#4356
29 december 2007#grays athletic#away#lost 1 - 2#1210
1 january 2008#woking#home#won 2 - 1#4728
5 january 2008#northwich victoria#away#won 2 - 1#871
19 january 2008#forest green rovers#home#lost 0 - 1#2895
26 january 2008#york city#lost#lost 0 - 2#3092
29 january 2008#oxford united#home#won 1 - 0#2754
9 february 2008#farsley celtic#away#won 3 - 1#662
12 february 2008#cambridge united#home#drew 0 - 0#3259
17 february 2008#stevenage borough#home#won 3 - 1#3261
1 march 2008#kidderminster harriers#home#won 2 - 1#2835
3 march 2008#torquay united#away#won 2 - 1#4510
11 march 2008#histon#home#won 3 - 1#2177
22 march 2008#altrincham#home#won 2 - 1#2991
24 march 2008#crawley town#away#won 1 - 0#1940
27 march 2008#droylsden#away#drew 2 - 2#733
29 march 2008#stafford rangers#away#won 2 - 1#981
5 april 2008#salisbury city#home#won 2 - 1#3388
8 april 2008#ebbsfleet united#away#drew 2 - 2#1439
12 april 2008#burton albion#home#won 1 - 0#5791
15 april 2008#exeter city#away#drew 1 - 1#5005
19 april 2008#halifax town#away#drew 0 - 0#1545
22 april 2008#weymouth#home#drew 0 - 0#5980
26 april 2008#rushden & diamonds#away#drew 1 - 1#2197
