place#player#country#score#to par#money
1#jimmy demaret#united states#67 + 72 + 70 + 71 = 280#- 8#1500
2#lloyd mangrum#united states#64 + 75 + 71 + 74 = 284#- 4#800
3#byron nelson#united states#69 + 72 + 74 + 70 = 285#- 3#600
t4#harry cooper#united states#69 + 75 + 73 + 70 = 287#- 1#400
t4#ed dudley#united states#73 + 72 + 71 + 71 = 287#- 1#400
t4#willie goggin#united states#71 + 72 + 73 + 71 = 287#- 1#400
t7#henry picard#united states#71 + 71 + 71 + 75 = 288#e#200
t7#sam snead#united states#71 + 72 + 69 + 76 = 288#e#200
t7#craig wood#united states#70 + 75 + 67 + 76 = 288#e#200
t10#ben hogan#united states#73 + 74 + 69 + 74 = 290#+ 2#100
t10#toney penna#united states#73 + 73 + 72 + 72 = 290#+ 2#100
