date#tournament#surface#partner#opponents in final#score in final
18 july 1982#monte carlo , monaco#clay#virginia ruzici#patricia medrado claudia monteiro#7 - 6 , 6 - 2
8 august 1982#us clay courts , usa#clay#ivanna madruga#joanne russell virginia ruzici#7 - 5 , 7 - 6
9 may 1983#perugia , italy#clay#ivanna madruga#virginia ruzici virginia wade#3 - 6 , 6 - 2 , 1 - 6
10 july 1983#hittfeld , germany#clay#ivanna madruga#bettina bunge claudia kohde - kilsch#5 - 7 , 4 - 6
30 october 1983#filderstadt , germany#carpet#virginia ruzici#martina navratilova candy reynolds#2 - 6 , 1 - 6
16 december 1984#tokyo pan pacific , japan#carpet#elizabeth smylie#claudia kohde - kilsch helena suková#4 - 6 , 1 - 6
19 may 1985#german open , germany#clay#steffi graf#claudia kohde - kilsch helena suková#4 - 6 , 1 - 6
11 november 1985#hilversum , netherlands#carpet#marcella mesker#sandra cecchini sabrina goleš#6 - 2 , 6 - 2
13 april 1986#hilton head , usa#clay#steffi graf#chris evert - lloyd anne white#3 - 6 , 3 - 6
20 april 1986#amelia island , usa#clay#gabriela sabatini#claudia kohde - kilsch helena suková#2 - 6 , 7 - 5 , 6 - 7
19 october 1986#hilversum , netherlands#carpet#tine scheuer - larsen#kathy jordan helena suková#5 - 7 , 1 - 6
24 may 1987#european open , switzerland#clay#laura gildemeister#betsy nagelsen liz smylie#6 - 4 , 4 - 6 , 3 - 6
17 july 1988#nice , france#clay#catherine suire#isabelle demongeot nathalie tauziat#6 - 4 , 4 - 6 , 6 - 2
24 july 1988#aix - en - provence , france#clay#nathalie herreman#sandra cecchini arantxa sánchez vicario#6 - 4 , 7 - 5
22 october 1989#bayonne , france#hard#manon bollegraf#elna reinach raffaella reggi#7 - 6 , 7 - 5
30 september 1990#bayonne , france#carpet#louise field#jo - anne faull rachel mcquillan#7 - 6 , 6 - 7 , 7 - 6
29 september 1991#bayonne , france#carpet#rachel mcquillan#patricia tarabini nathalie tauziat#3 - 6 , ret
23 february 1992#cesena , italy#carpet#catherine suire#sabina appelmans raffaella reggi#w / o
