date#visitor#score#home#decision#attendance#record
december 2#atlanta#2 - 3#new jersey#brodeur#14978#14 - 10 - 2
december 5#boston#3 - 4#new jersey#brodeur#14012#15 - 10 - 2
december 7#washington#2 - 3#new jersey#brodeur#16265#16 - 10 - 2
december 9#new jersey#0 - 1#ny rangers#brodeur#18200#16 - 10 - 3
december 10#new jersey#2 - 3#washington#weekes#10719#16 - 11 - 3
december 13#new jersey#3 - 1#boston#brodeur#12064#17 - 11 - 3
december 15#phoenix#4 - 1#new jersey#brodeur#16636#17 - 12 - 3
december 16#philadelphia#2 - 4#new jersey#brodeur#16687#18 - 12 - 3
december 18#new jersey#0 - 5#vancouver#brodeur#18630#18 - 13 - 3
december 21#new jersey#3 - 1#edmonton#brodeur#16839#19 - 13 - 3
december 23#new jersey#1 - 0#calgary#brodeur#19289#20 - 13 - 3
december 28#buffalo#1 - 2#new jersey#brodeur#17625#21 - 13 - 3
december 29#new jersey#2 - 5#ny islanders#brodeur#16234#21 - 14 - 3
