date#visitor#score#home#attendance#record#points
march 2#seals#6 - 6#penguins#7390#21 - 29 - 11#53
march 6#penguins#2 - 4#blues#9092#21 - 30 - 11#53
march 7#penguins#2 - 2#north stars#10705#21 - 30 - 12#54
march 9#kings#1 - 3#penguins#8176#22 - 30 - 12#56
march 13#penguins#3 - 4#black hawks#16666#22 - 31 - 12#56
march 16#penguins#4 - 6#canadiens#15041#22 - 32 - 12#56
march 17#penguins#0 - 3#rangers#17250#22 - 33 - 12#56
march 20#blues#2 - 4#penguins#6126#23 - 33 - 12#58
march 23#penguins#0 - 3#north stars#11910#23 - 34 - 12#58
march 24#north stars#4 - 4#penguins#7229#23 - 34 - 13#59
march 26#penguins#2 - 1#kings#7057#24 - 34 - 13#61
march 27#penguins#7 - 4#seals#4365#25 - 34 - 13#63
march 30#penguins#2 - 0#flyers#5569#26 - 34 - 13#65
march 31#flyers#1 - 5#penguins#6756#27 - 34 - 13#67
