#title#directed by#written by#original air date#production code#us viewers (in millions)
1#prophecy#mark beesley#john shiban & ken biller & stephen tolkin#november 1 , 2008#101#5.88
2#destiny#mark beesley#ken biller & barry schkolnick#november 1 , 2008#102#5.0
3#bounty#jesse warn#chad fiveash & james stoteraux#november 8 , 2008#104#4.31
4#brennidon#jonathan brough#erin maher & kay reindl#november 15 , 2008#105#4.21
5#listener#mark beesley#stephen tolkin#november 22 , 2008#106#4.24
6#elixir#charlie haskell#mike sussman#november 29 , 2008#103#3.0
7#identity#garth maxwell#chad fiveash & james stoteraux#december 6 , 2008#107#3.55
8#denna#michael hurst#ken biller & mike sussman#january 10 , 2009#108#3.40
9#puppeteer#mark beesley#nicki paluga#january 17 , 2009#109#3.21
10#sacrifice#michael hurst#chad fiveash & james stoteraux#january 24 , 2009#111#2.83
11#confession#garth maxwell#barry schkolnick#january 31 , 2009#110#2.55
12#home#charlie haskell#stephen tolkin#february 21 , 2009#114#3.21
13#revenant#geoffrey cawthorn#erin maher & kay reindl#february 28 , 2009#112#3.40
14#hartland#mark beesley#mike sussman#march 7 , 2009#113#3.25
15#conversion#andrew merrifield#chad fiveash & james stoteraux#march 14 , 2009#115#3.10
16#bloodline#garth maxwell#nicole paluga#march 21 , 2009#116#2.71
17#deception#chris martin - jones#raf green#march 28 , 2009#117#2.70
18#mirror#jonathan brough#story : michael k sheeter teleplay : stephen tolkin#april 25 , 2009#118#2.58
19#cursed#mark beesley#chad fiveash & james stoteraux#may 2 , 2009#119#2.37
20#sanctuary#garth maxwell#mike sussman#may 9 , 2009#120#2.10
21#fever#jonathan brough#nicki paluga#may 16 , 2009#121#1.95
