place#player#country#score#to par
1#tiger woods#united states#67 + 70 + 71 = 208#8
t2#pádraig harrington#ireland#68 + 73 + 69 = 210#6
t2#yang yong - eun#south korea#73 + 70 + 67 = 210#6
t4#lucas glover#united states#71 + 70 + 71 = 212#4
t4#henrik stenson#sweden#73 + 71 + 68 = 212#4
t6#ernie els#south africa#75 + 68 + 70 = 213#3
t6#søren kjeldsen#denmark#70 + 73 + 70 = 213#3
t8#ross fisher#england#73 + 68 + 73 = 214#2
t8#brendan jones#australia#71 + 70 + 73 = 214#2
t8#martin kaymer#germany#73 + 70 + 71 = 214#2
t8#álvaro quirós#spain#69 + 76 + 69 = 214#2
t8#john rollins#united states#73 + 73 + 68 = 214#2
