district#incumbent#party#first elected#result#candidates
pennsylvania 1#bob brady#democratic#1998#re - elected#bob brady (d) unopposed
pennsylvania 2#chaka fattah#democratic#1994#re - elected#chaka fattah (d) 89.3% rick hellberg (r) 10.7%
pennsylvania 3#kathy dahlkemper#democratic#2008#lost re - election republican gain#mike kelly (r) 55.7% kathy dahlkemper (d) 44.3%
pennsylvania 4#jason altmire#democratic#2006#re - elected#jason altmire (d) 50.8% keith rothfuss (r) 49.2%
pennsylvania 6#jim gerlach#republican#2002#re - elected#jim gerlach (r) 57.1% manan trivedi (d) 42.9%
pennsylvania 9#bill shuster#republican#2001#re - elected#bill shuster (r) 73.1% tom conners (d) 26.9%
pennsylvania 10#chris carney#democratic#2006#lost re - election republican gain#tom marino (r) 55.2% chris carney (d) 44.8%
pennsylvania 11#paul kanjorski#democratic#1984#lost re - election republican gain#lou barletta (r) 54.7% paul kanjorski (d) 45.3%
pennsylvania 12#mark critz#democratic#2010#re - elected#mark critz (d) 50.8% tim burns (r) 49.2%
pennsylvania 13#allyson schwartz#democratic#2004#re - elected#allyson schwartz (d) 56.3% dee adcock (r) 43.7%
pennsylvania 16#joe pitts#republican#1996#re - elected#joe pitts (r) 65.4% lois herr (d) 34.6%
pennsylvania 17#tim holden#democratic#1992#re - elected#tim holden (d) 55.5% dave argall (r) 44.5%
