1950#general 1950#senate 1950#house 1950#governors 1950
1952#general 1952#senate 1952#house 1952#governors 1952
1954#general 1954#senate 1954#house 1954#governors 1954
1956#general 1956#senate 1956#house 1956#governors 1956
1958#general 1958#senate 1958#house 1958#governors 1958
1960#general 1960#senate 1960#house 1960#governors 1960
1962#general 1962#senate 1962#house 1962#governors 1962
1964#general 1964#senate 1964#house 1964#governors 1964
1966#general 1966#senate 1966#house 1966#governors 1966
1968#general 1968#senate 1968#house 1968#governors 1968
1970#general 1970#senate 1970#house 1970#governors 1970
1971#general 1971#senate 1970#house 1970#governors 1971
1972#general 1972#senate 1972#house 1972#governors 1972
1973#general 1973#senate 1972#house 1972#governors 1973
1974#general 1974#senate 1974#house 1974#governors 1974
1975#general 1975#senate 1974#house 1974#governors 1975
1976#general 1976#senate 1976#house 1976#governors 1976
1977#general 1977#senate 1976#house 1976#governors 1977
1978#general 1978#senate 1978#house 1978#governors 1978
1979#general 1979#senate 1978#house 1978#governors 1979
1980#general 1980#senate 1980#house 1980#governors 1980
1981#general 1981#senate 1980#house 1980#governors 1981
1982#general 1982#senate 1982#house 1982#governors 1982
1983#general 1983#senate 1982#house 1982#governors 1983
1984#general 1984#senate 1984#house 1984#governors 1984
1985#general 1985#senate 1984#house 1984#governors 1985
1986#general 1986#senate 1986#house 1986#governors 1986
1987#general 1987#senate 1986#house 1986#governors 1987
1988#general 1988#senate 1988#house 1988#governors 1988
1989#general 1989#senate 1988#house 1988#governors 1989
1990#general 1990#senate 1990#house 1990#governors 1990
1991#general 1991#senate 1990#house 1990#governors 1991
1992#general 1992#senate 1992#house 1992#governors 1992
1993#general 1993#senate 1992#house 1992#governors 1993
1994#general 1994#senate 1994#house 1994#governors 1994
1995#general 1995#senate 1994#house 1994#governors 1995
1996#general 1996#senate 1996#house 1996#governors 1996
1997#general 1997#senate 1996#house 1996#governors 1997
1998#general 1998#senate 1998#house 1998#governors 1998
1999#general 1999#senate 1998#house 1998#governors 1999
