date#tournament#surface#partnering#opponent in the final#score
7 february 1991#tel aviv , israel#hard#michiel schapers#javier frana leonardo lavalle#6 - 2 , 6 - 7 , 6 - 3
6 july 1992#newport , rhode island#grass#royce deppe#paul annacone david wheaton#6 - 4 , 6 - 4
25 october 1993#santiago , chile#clay#mike bauer#christer allgardh brian devening#7 - 6 , 6 - 4
4 april 1994#barcelona , spain#clay#yevgeny kafelnikov#jim courier javier sánchez#5 - 7 , 6 - 1 , 6 - 4
25 april 1994#munich , germany#clay#yevgeny kafelnikov#boris becker petr korda#7 - 6 , 7 - 5
9 may 1994#rome , italy#clay#yevgeny kafelnikov#wayne ferreira javier sánchez#6 - 1 , 7 - 5
17 october 1994#vienna , austria#carpet#mike bauer#alex antonitsch greg rusedski#7 - 6 , 6 - 4
11 september 1995#bogotá , colombia#clay#jiří novák#steve campbell malivai washington#7 - 6 , 6 - 2
23 october 1995#santiago , chile#clay#jiří novák#shelby cannon francisco montana#6 - 4 , 4 - 6 , 6 - 1
25 march 1996#casablanca , morocco#clay#jiří novák#tomás carbonell francisco roig#7 - 6 , 6 - 3
9 september 1996#bogotá , colombia#clay#nicolas pereira#pablo campana nicolás lapentti#6 - 3 , 7 - 6
13 october 1997#ostrava , czech republic#carpet#jiří novák#donald johnson francisco montana#6 - 2 , 6 - 4
10 august 1998#san marino#clay#jiří novák#mariano hood sebastián prieto#6 - 4 , 7 - 6
17 august 1998#indianapolis , indiana , us#hard#jiří novák#mark knowles daniel nestor#6 - 2 , 7 - 6
26 october 1998#mexico city , mexico#clay#jiří novák#daniel orsanic david roditi#6 - 4 , 6 - 2
7 february 2000#dubai , united arab emirates#hard#jiří novák#robbie koenig peter tramacchi#6 - 2 , 7 - 5
10 july 2000#gstaad , switzerland#hard#jiří novák#jérôme golmard michael kohlmann#3 - 6 , 6 - 3 , 6 - 4
17 july 2000#stuttgart outdoor , germany#clay#jiří novák#lucas arnold donald johnson#5 - 7 , 6 - 2 , 6 - 3
30 october 2000#stuttgart indoor , germany#hard#jiří novák#donald johnson piet norval#3 - 6 , 6 - 3 , 6 - 4
19 march 2001#miami , florida , us#hard#jiří novák#jonas björkman todd woodbridge#7 - 5 , 7 - 6
21 may 2001#saint poelten , austria#clay#petr pála#jaime oncins daniel orsanic#6 - 3 5 - 7 7 - 5
30 july 2001#montreal , canada#hard#jiří novák#donald johnson jared palmer#6 - 4 , 3 - 6 , 6 - 3
20 may 2002#saint poelten , austria#clay#petr pála#mike bryan michael hill#7 - 5 , 6 - 4
10 june 2002#gstaad , switzerland#clay#joshua eagle#massimo bertolini cristian brandi#7 - 6 , 6 - 4
25 june 2002#halle , germany#grass#david prinosil#jonas björkman todd woodbridge#4 - 6 , 7 - 6 , 7 - 5
15 july 2002#stuttgart outdoor , germany#clay#joshua eagle#david adams gastón etlis#6 - 3 , 6 - 4
24 february 2003#dubai , united arab emirates#hard#leander paes#wayne black kevin ullyett#6 - 3 , 6 - 0
7 july 2003#gstaad , switzerland#clay#leander paes#františek čermák leoš friedl#6 - 3 , 6 - 3
7 june 2004#halle , germany#grass#leander paes#tomáš cibulec petr pála#6 - 2 , 7 - 5
5 july 2004#gstaad , switzerland#clay#leander paes#marc rosset stanislas wawrinka#6 - 4 , 6 - 2
