district#incumbent#party#first elected#results#candidates
new york 1#tim bishop#democratic#2002#re - elected#tim bishop (d) 62.2% italo zanzi (r) 37.8%
new york 2#steve israel#democratic#2000#re - elected#steve israel (d) 70.4% josh price (r) 29.6%
new york 3#peter king#republican#1992#re - elected#peter king (r) 56.0% david mejias (d) 44.0%
new york 5#gary ackerman#democratic#1983#re - elected#gary ackerman (d) unopposed
new york 6#gregory meeks#democratic#1998#re - elected#gregory meeks (d) unopposed
new york 7#joseph crowley#democratic#1998#re - elected#joseph crowley (d) 84.0% kevin brawley (r) 16.0%
new york 9#anthony weiner#democratic#1998#re - elected#anthony weiner (d) unopposed
new york 13#vito fossella#republican#1997#re - elected#vito fossella (r) 56.8% steve harrison (d) 43.2%
new york 14#carolyn maloney#democratic#1992#re - elected#carolyn maloney (d) 84.5% danniel maio (r) 15.5%
new york 15#charles rangel#democratic#1970#re - elected#charles rangel (d) 94.0% edward daniels (r) 6.0%
new york 16#jose serrano#democratic#1990#re - elected#jose serrano (d) 95.3% ali mohamed (r) 4.7%
new york 17#eliot engel#democratic#1988#re - elected#eliot engel (d) 76.4% jim faulkner (r) 23.6%
new york 18#nita lowey#democratic#1988#re - elected#nita lowey (d) 70.7% richard a hoffman (r) 29.3%
new york 19#sue kelly#republican#1994#lost re - election democratic gain#john hall (d) 51.2% sue kelly (r) 48.8%
new york 21#mike mcnulty#democratic#1988#re - elected#mike mcnulty (d) 78.2% warren redlich (r) 21.8%
new york 22#maurice hinchey#democratic#1992#re - elected#maurice hinchey (d) unopposed
new york 23#john mchugh#republican#1992#re - elected#john mchugh (r) 63.1% robert johnson (d) 36.9%
new york 25#jim walsh#republican#1988#re - elected#jim walsh (r) 50.8% dan maffei (d) 49.2%
new york 26#tom reynolds#republican#1998#re - elected#tom reynolds (r) 52.0% jack davis (d) 48.0%
new york 27#brian higgins#democratic#2004#re - elected#brian higgins (d) 79.3% michael mchale (r) 20.7%
new york 28#louise slaughter#democratic#1986#re - elected#louise slaughter (d) 73.2% john donnelly (r) 26.8%
