builder#model#length (ft / m)#order year#fuel propulsion#fleet series (quantity)
nabi#416.08#-#1998#diesel#9801 - 9865 (65)
nabi#416.09#-#1999#diesel#9901 - 9967 (67)
nabi#416.10#-#2000#diesel#0001 - 0080 (80)
mci#d4500#-#2002#diesel#119c - 144c (26)
neoplan usa#an440lf#-#2002#diesel#0200 - 0299 (100)
nfi#d40lf#-#2004#diesel#04001 - 04125 (125)
nfi#d40lf#-#2005#diesel#05001 - 05094 (94)
nfi#de40lfr#-#2006#hybrid#06001 - 06010 (10)
nfi#de60lfr#-#2008#hybrid#08001 - 08030 (30)
nfi#de41lfr#-#2009#hybrid#09001 - 09100 (100)
nfi#de40lfr#-#2010#hybrid#10001 - 10041 (41)
nfi#de60lf#-#2010#hybrid#11081 - 11092 (12)
mci#d4500ct#-#2010#diesel#145c - 168c (24)
mci#d4500ct#-#2011#diesel#169c - 188c (18)
nfi#xde40#-#2011#hybrid#11001 - 11057 (57)
nfi#xde40#-#2012#hybrid#12001 - 12053 (53)
nfi#xde60#-#2013#hybrid#12081 - 12090 (10)
