district#incumbent#party#first elected#result#candidates
california 7#george miller#democratic#1974#re - elected#george miller (d) 68.3% rick tubbs (r) 31.7%
california 15#mike honda#democratic#2000#re - elected#mike honda (d) 67.6% scott kirkland (r) 32.4%
california 20#jim costa#democratic#2004#re - elected#jim costa (d) 51.7% andy vidak (r) 48.3%
california 21#devin nunes#republican#2000#re - elected#devin nunes (r) unopposed
california 22#kevin mccarthy#republican#2006#re - elected#kevin mccarthy (r) 98.8% john uebersax (w / i) 1.2%
california 24#elton gallegly#republican#1986#re - elected#elton gallegly (r) 59.9% timothy allison (d) 40.1%
california 25#howard mckeon#republican#1992#re - elected#howard mckeon (r) 61.8% jackie conaway (d) 38.2%
california 27#brad sherman#democratic#1996#re - elected#brad sherman (d) 65.2% mark reed (r) 34.8%
california 32#judy chu#democratic#2009#re - elected#judy chu (d) 71.0% ed schmerling (r) 29.0%
california 38#grace napolitano#democratic#1998#re - elected#grace napolitano (d) 73.5% robert vaughn (r) 26.5%
california 40#ed royce#republican#1992#re - elected#ed royce (r) 66.8% christina avalos (d) 33.2%
california 43#joe baca#democratic#1999#re - elected#joe baca (d) 65.5% scott folkens (r) 34.5%
