date#opponent#score#loss#record
may 2#phillies#6 - 5 (10)#wilson (0 - 1)#13 - 17
may 3#phillies#3 - 2 (10)#seánez (2 - 2)#14 - 17
may 4#phillies#6 - 5#yabu (2 - 2)#14 - 18
may 6#pirates#12 - 6#sánchez (2 - 2)#14 - 19
may 7#pirates#3 - 1#zito (0 - 7)#14 - 20
may 8#pirates#5 - 4#cain (1 - 3)#14 - 21
may 9#phillies#7 - 4#walker (1 - 1)#14 - 22
may 10#phillies#8 - 2#moyer (2 - 3)#15 - 22
may 11#phillies#4 - 3#romero (3 - 1)#16 - 22
may 12#astros#7 - 3#chulk (0 - 1)#16 - 23
may 13#astros#4 - 2#backe (2 - 5)#17 - 23
may 14#astros#6 - 3#taschner (2 - 1)#17 - 24
may 15#astros#8 - 7#chulk (0 - 2)#17 - 25
may 16#white sox#2 - 0#sánchez (2 - 3)#17 - 26
may 17#white sox#3 - 1#zito (0 - 8)#17 - 27
may 18#white sox#13 - 8#walker (1 - 2)#17 - 28
may 19#rockies#4 - 3#chulk (0 - 3)#17 - 29
may 20#rockies#6 - 5#cook (6 - 3)#18 - 29
may 21#rockies#3 - 2 (10)#herges (2 - 1)#19 - 29
may 23#marlins#8 - 2#olsen (4 - 2)#20 - 29
may 24#marlins#postponed (rain) rescheduled for may 25#postponed (rain) rescheduled for may 25#postponed (rain) rescheduled for may 25
may 25#marlins#8 - 6#misch (0 - 1)#20 - 30
may 25#marlins#5 - 4#walker (2 - 3)#20 - 31
may 27#d - backs#6 - 3#haren (5 - 4)#21 - 31
may 28#d - backs#11 - 3#davis (2 - 2)#22 - 31
may 29#d - backs#4 - 3#qualls (0 - 5)#23 - 31
may 30#padres#7 - 3 (13)#sadler (0 - 1)#23 - 32
may 31#padres#5 - 1#misch (0 - 2)#23 - 33
