date#visitor#score#home#decision#attendance#record
october 6#vancouver#5 - 4#edmonton#mclean#14094#1 - 0 - 0
october 10#edmonton#2 - 5#vancouver#mclean#14879#2 - 0 - 0
october 12#winnipeg#1 - 8#vancouver#mclean#13084#3 - 0 - 0
october 16#vancouver#6 - 2#winnipeg#whitmore#14785#4 - 0 - 0
october 18#vancouver#1 - 3#chicago#mclean#17327#4 - 1 - 0
october 20#vancouver#1 - 5#pittsburgh#mclean#15808#4 - 2 - 0
october 22#vancouver#4 - 4#philadelphia#whitmore#17132#4 - 2 - 1
october 25#boston#5 - 3#vancouver#mclean#16084#4 - 3 - 1
october 28#washington#3 - 4#vancouver#mclean#13647#5 - 3 - 1
october 30#minnesota#3 - 2#vancouver#whitmore#14069#5 - 4 - 1
