player#position#date of birth (age)#caps#club / province
guilhem guirado#hooker#17 june 1986#1#perpignan
william servat#hooker#9 december 1978#16#toulouse
dimitri szarzewski#hooker#26 january 1983#22#stade français
fabien barcella#prop#27 october 1983#3#auch
julien brugnaut#prop#17 november 1981#0#dax
lionel faure#prop#26 november 1977#0#sale
nicolas mas#prop#25 may 1980#15#perpignan
jean - baptiste poux#prop#26 september 1979#21#toulouse
loic jacquet#lock#31 march 1985#2#clermont
arnaud méla#lock#19 january 1980#0#brive
romain millo - chluski#lock#20 april 1983#4#toulouse
lionel nallet ( c )#lock#14 september 1976#32#castres
pascal papé#lock#5 december 1980#16#stade français
jérôme thion#lock#2 december 1977#40#biarritz
julien bonnaire#flanker#20 september 1978#37#clermont
ibrahim diarra#flanker#25 may 1983#1#montauban
thierry dusautoir#flanker#18 november 1981#11#toulouse
fulgence ouedraogo#flanker#21 july 1986#1#montpellier
imanol harinordoquy#number 8#20 february 1980#51#biarritz
louis picamoles#number 8#5 february 1986#3#montpellier
elvis vermeulen#number 8#5 april 1979#8#clermont
jean - baptiste élissalde#scrum - half#23 november 1979#30#toulouse
morgan parra#scrum - half#15 november 1988#0#bourgoin
julien tomas#scrum - half#21 april 1985#2#montpellier
dimitri yachvili#scrum - half#19 september 1980#38#biarritz
david skrela#fly - half#2 march 1979#11#stade français
françois trinh - duc#fly - half#11 november 1986#0#montpellier
yann david#centre#15 april 1988#1#bourgoin
florian fritz#centre#17 january 1984#25#toulouse
yannick jauzion#centre#28 july 1978#55#toulouse
david marty#centre#30 october 1982#19#perpignan
damien traille#centre#12 june 1979#58#biarritz
vincent clerc#wing#7 may 1981#28#toulouse
julien malzieu#wing#4 may 1983#0#clermont
aurélien rougerie#wing#26 september 1980#51#clermont
anthony floch#fullback#12 february 1983#3#clermont
cédric heymans#fullback#20 july 1978#37#toulouse
clément poitrenaud#fullback#20 may 1982#32#toulouse
