date#visitor#score#home#decision#attendance#record
december 1#phoenix#2 - 3#detroit#osgood#18557#18 - 6 - 2
december 4#detroit#4 - 1#montreal#hasek#21273#19 - 6 - 2
december 7#minnesota#0 - 5#detroit#hasek#19508#20 - 6 - 2
december 9#carolina#2 - 5#detroit#hasek#19609#21 - 6 - 2
december 10#detroit#2 - 1#nashville#osgood#15056#22 - 6 - 2
december 13#edmonton#4 - 3#detroit#hasek#18859#22 - 6 - 3
december 15#florida#2 - 5#detroit#osgood#20066#23 - 6 - 3
december 17#washington#3 - 4#detroit#hasek#19483#24 - 6 - 3
december 19#los angeles#2 - 6#detroit#hasek#19516#25 - 6 - 3
december 20#detroit#2 - 3#st louis#osgood#19150#25 - 7 - 3
december 22#detroit#4 - 1#minnesota#hasek#18568#26 - 7 - 3
december 26#detroit#5 - 0#st louis#osgood#19250#27 - 7 - 3
december 27#detroit#4 - 2#colorado#hasek#18007#28 - 7 - 3
december 29#detroit#4 - 2#phoenix#osgood#17866#29 - 7 - 3
december 31#st louis#2 - 0#detroit#hasek#20066#29 - 8 - 3
