place#player#country#score#to par#money
1#mark brooks#united states#68 + 70 + 69 + 70 = 277#- 11#430000
2#kenny perry#united states#66 + 72 + 71 + 68 = 277#- 11#260000
t3#steve elkington#australia#67 + 74 + 67 + 70 = 278#- 10#140000
t3#tommy tolles#united states#69 + 71 + 71 + 67 = 278#- 10#140000
t5#justin leonard#united states#71 + 66 + 72 + 70 = 279#- 9#86667
t5#jesper parnevik#sweden#73 + 67 + 69 + 70 = 279#- 9#86667
t5#vijay singh#fiji#69 + 69 + 69 + 72 = 279#- 9#86667
t8#lee janzen#united states#68 + 71 + 71 + 70 = 280#- 8#57500
t8#per - ulrik johansson#sweden#73 + 72 + 66 + 69 = 280#- 8#57500
t8#phil mickelson#united states#67 + 67 + 74 + 72 = 280#- 8#57500
t8#larry mize#united states#71 + 70 + 69 + 70 = 280#- 8#57500
t8#frank nobilo#new zealand#69 + 72 + 71 + 68 = 280#- 8#57500
t8#nick price#zimbabwe#68 + 71 + 69 + 72 = 280#- 8#57500
