round#circuit#location#date#pole position#fastest lap#winning driver#winning team
1#virginia international raceway#alton , virginia#april 10#daniel erickson#cole morgan#victor carbone#alegra motorsports
2#virginia international raceway#alton , virginia#april 11#daniel erickson#jonathan scarallo#cole morgan#k - hill motorsports
3#road atlanta#braselton , georgia#may 7#victor carbone#rob nicholas#victor carbone#alegra motorsports
4#road atlanta#braselton , georgia#may 8#victor carbone#victor carbone#victor carbone#alegra motorsports
5#mosport international raceway#bowmanville , ontario#june 12#remy audette#remy audette#remy audette#audette racing
6#mosport international raceway#bowmanville , ontario#june 13#victor carbone#victor carbone#victor carbone#alegra motorsports
7#watkins glen international#watkins glen , new york#july 3#chris livengood#cole morgan#daniel erickson#primus racing
8#watkins glen international#watkins glen , new york#july 4#daniel erickson#victor carbone#daniel erickson#primus racing
9#lime rock park#lakeville , connecticut#july 23#keith mccrone#daniel erickson#cole morgan#k - hill motorsports
10#lime rock park#lakeville , connecticut#july 24#victor carbone#daniel erickson#victor carbone#alegra motorsports
11#road america#elkhart lake , wisconsin#august 7#daniel erickson#victor carbone#victor carbone#alegra motorsports
12#road america#elkhart lake , wisconsin#august 8#jonathan scarallo#jonathan scarallo#jonathan scarallo#r - sport
13#mid - ohio sports car course#lexington , ohio#september 4#victor carbone#chris livengood#chris livengood#work racing
