player#games played#rebounds#assists#steals#blocks#points
mwadi mabika#32#141#82#30#18#441
lisa leslie#23#231#46#31#63#424
delisha milton - jones#31#220#64#49#41#416
tamecka dixon#30#126#89#35#10#412
nikki teasley#34#175#214#39#15#392
jennifer gillom#33#55#21#16#3#103
nicky mccrimmon#33#29#32#19#1#68
rhonda mapp#24#68#6#7#6#62
sophia witherspoon#23#19#4#7#0#56
shaquala williams#25#32#19#6#0#49
vanessa nygaard#11#19#5#3#0#41
latasha byears#5#21#2#0#2#28
chandra johnson#8#6#3#0#1#6
lynn pride#4#6#0#0#0#1
