date#opponent#score#loss#attendance#record
april 1#padres#1 - 2#backe (0 - 1)#20825#0 - 2
april 2#padres#9 - 6#hoffman (0 - 1)#18714#1 - 2
april 3#padres#2 - 3#villareal (0 - 1)#24432#1 - 3
april 4#cubs#4 - 3#lieber (0 - 1)#37812#2 - 3
april 5#cubs#7 - 9#oswalt (0 - 2)#40707#2 - 4
april 6#cubs#2 - 3#villarreal (0 - 2)#40929#2 - 5
april 7#cardinals#5 - 3#mcclellan (0 - 1)#43483#3 - 5
april 8#cardinals#3 - 5#geary (0 - 1)#30184#3 - 6
april 9#cardinals#4 - 6#sampson (0 - 1)#29187#3 - 7
april 11#marlins#6 - 10#oswalt (0 - 3)#34191#3 - 8
april 12#marlins#5 - 0#miller (0 - 2)#34336#4 - 8
april 13#marlins#5 - 1#badenhop (0 - 1)#29766#5 - 8
april 15#phillies#3 - 4#valverde (2 - 1)#34609#5 - 9
april 16#phillies#2 - 1#kendrick (1 - 2)#31644#6 - 9
april 17#phillies#2 - 10#backe (1 - 2)#33526#6 - 10
april 18#rockies#11 - 5#sampson (0 - 2)#34272#6 - 11
april 19#rockies#2 - 3#villarreal (0 - 3)#34540#6 - 12
april 20#rockies#6 - 4#fuentes (0 - 1)#35286#7 - 12
april 21#padres#10 - 3#germano (0 - 2)#28600#8 - 12
april 22#padres#11 - 7#bell (0 - 2)#33434#9 - 12
april 23#reds#9 - 3#arroyo (0 - 3)#16017#10 - 12
april 24#reds#5 - 3#cueto (3)#17403#11 - 12
april 25#cardinals#3 - 2#isringhausen (1 - 2)#41193#12 - 12
april 26#cardinals#3 - 4#borkowski (0 - 1)#43040#12 - 13
april 27#cardinals#1 - 5#backe (1 - 3)#44222#12 - 14
april 28#d - backs#3 - 5#sampson (1 - 3)#19868#12 - 15
april 29#d - backs#6 - 4#gonzález (1 - 2)#20241#13 - 15
april 30#d - backs#7 - 8#borkowski (0 - 2)#21519#13 - 16
