class#railway number (s)#quantity#year (s) of manufacture#type
b (krauss) ( de )#172 - 177#6#1867 - 1868#b n2t
t 3#885 - 994#110#1891 - 1913#c n2t
t 3#996 - 999#4#1894 - 1896#c n2t
t ( de )#1001 - 1010#10#1896 - 1904#b n2t
t 9 ( de )#1101 - 1110#10#1906 - 1907#1′c n2t
t 4#851 - 858#8#1906 - 1909#d n2t
t 5#1201 - 1296#96#1910 - 1917#1′c1′ h2t
t 6#1401 - 1412#12#1916 - 1918#d h2t
t 18#1121 - 1140#20#1919#2′c2′ h2t
t 14#1441 - 1460 , 1461 - 1479#39#1921 - 1922#1′d1′ h2t
tn ( de )#1001 - 1030#30#1921 - 1922#e h2t
tk ( de )#1 - 2#2#1876#b1 n2t
tu ( de )#1 - 2#2#1873#b n2t
kl ( de )#1 - 2#2#1908#b h2t
