date#opponent#score#loss#record
june 1#mariners#7 - 2#jefferson (0 - 5)#12 - 39
june 2#mariners#6 - 2#jones (0 - 6)#13 - 39
june 3#mariners#10 - 5#lemongello (1 - 7)#13 - 40
june 4#angels#4 - 2#huffman (2 - 6)#13 - 41
june 5#angels#3 - 0#underwood (0 - 8)#13 - 42
june 6#angels#5 - 4#laroche (2 - 5)#14 - 42
june 8#athletics#2 - 1#heaverlo (2 - 6)#15 - 42
june 9#athletics#5 - 0#keough (0 - 8)#16 - 42
june 10#athletics#12 - 1#underwood (0 - 9)#16 - 43
june 11#mariners#2 - 0#bannister (3 - 6)#17 - 43
june 12#mariners#5 - 1#jefferson (1 - 6)#17 - 44
june 13#angels#9 - 8#laroche (2 - 6)#18 - 44
june 13#angels#10 - 2#willis (0 - 3)#18 - 45
june 14#angels#10 - 2#huffman (3 - 7)#18 - 46
june 15#athletics#6 - 0#hamilton (2 - 1)#19 - 46
june 16#athletics#3 - 2#mccatty (4 - 2)#20 - 46
june 17#athletics#10 - 9#heaverlo (2 - 7)#21 - 46
june 19#yankees#5 - 4#john (10 - 3)#22 - 46
june 20#yankees#2 - 1#underwood (1 - 10)#22 - 47
june 20#yankees#3 - 2#burris (1 - 3)#23 - 47
june 21#yankees#3 - 1#lemanczyk (7 - 4)#23 - 48
june 22#red sox#12 - 1#jefferson (1 - 7)#23 - 49
june 23#red sox#4 - 3 (11)#buskey (3 - 2)#23 - 50
june 24#red sox#8 - 4#huffman (4 - 8)#23 - 51
june 25#yankees#3 - 1#clay (1 - 3)#24 - 51
june 26#yankees#11 - 2#lemanczyk (7 - 5)#24 - 52
june 28#yankees#5 - 3 (10)#lemongello (1 - 8)#24 - 53
june 29#orioles#6 - 1#stieb (0 - 1)#24 - 54
june 29#orioles#4 - 0#huffman (4 - 9)#24 - 55
june 30#orioles#2 - 0#underwood (2 - 11)#24 - 56
