game#date#team#score#high points#high rebounds#high assists#location attendance#record
3#november 1#lakers#l 110 - 118 (ot)#j johnson (9)#j johnson (9) a horford (9)#j smith (7)#staples center 18997#2 - 1
4#november 3#trail blazers#w 97 - 91 (ot)#j crawford (27)#a horford (13)#j crawford (7)#rose garden 20325#3 - 1
5#november 4#kings#w 113 - 105 (ot)#j crawford (26) j johnson (26)#j johnson (8) a horford (8)#j crawford (4) j johnson (4)#arco arena 11751#4 - 1
6#november 6#bobcats#l 83 - 103 (ot)#j crawford (13) j johnson (13) j smith (13)#j smith (7)#j teague (3) m bibby (3)#time warner cable arena 15874#4 - 2
7#november 7#nuggets#w 125 - 100 (ot)#j crawford (25)#a horford (12)#j smith (7)#philips arena 17801#5 - 2
8#november 11#knicks#w 114 - 101 (ot)#a horfod (25)#j smith (12)#m bibby (9)#madison square garden 19699#6 - 2
9#november 13#celtics#w 97 - 86 (ot)#j johnson (24)#a horford (13)#m bibby (6)#td garden 18624#7 - 2
10#november 14#hornets#w 121 - 98 (ot)#j johnson (26)#j smith (17)#j johnson (7)#philips arena 18572#8 - 2
11#november 16#trail blazers#w 99 - 95 (ot)#j johnson (35)#j smith (16)#j johnson (9)#philips arena 12977#9 - 2
12#november 18#heat#w 105 - 90 (ot)#j johnson (30)#j smith (14)#j smith (7)#philips arena 18729#10 - 2
13#november 20#rockets#w 105 - 103 (ot)#m williams (29)#m williams (9)#j johnson (9)#philips arena 16674#11 - 2
14#november 21#hornets#l 88 - 96 (ot)#j crawford (20)#a horford (11)#j smith (7)#new orleans arena 15933#11 - 3
15#november 26#magic#l 76 - 93 (ot)#j johnson (22)#j smith (13)#m bibby (5)#philips arena 19193#11 - 4
16#november 27#76ers#w 100 - 86 (ot)#j crawford (24)#m williams (9)#j crawford / m bibby (5)#wachovia center 12984#12 - 4
