period#internet explorer#firefox#chrome#safari#opera#other mozilla#mobile
december 2010#42.12%#28.82%#11.18%#5.70%#3.67%#0.52%#6.4%
november 2010#44.46%#29.17%#10.29%#5.61%#3.37%#0.53%#4.9%
october 2010#44.72%#29.67%#9.71%#5.57%#3.48%#0.53%#4.7%
september 2010#46.45%#29.33%#9.00%#5.49%#3.19%#0.54%#4.5%
august 2010#47.22%#29.49%#8.36%#5.31%#2.88%#0.59%#4.6%
july 2010#47.74%#30.43%#7.52%#5.18%#2.89%#0.53%#4.5%
june 2010#47.50%#30.90%#7.39%#4.95%#3.43%#0.59%#3.9%
may 2010#48.25%#30.87%#6.93%#4.99%#3.46%#0.62%#3.5%
april 2010#48.96%#30.84%#6.37%#5.09%#3.40%#0.69%#3.3%
march 2010#50.43%#30.44%#5.75%#5.14%#3.30%#0.62%#3.0%
february 2010#50.29%#30.96%#5.28%#5.27%#3.29%#0.60%#3.0%
january 2010#51.01%#30.85%#4.81%#5.13%#3.18%#0.56%#3.1%
december 2009#52.24%#30.45%#4.34%#5.14%#3.08%#0.57%#3.0%
november 2009#54.43%#29.96%#3.73%#4.96%#2.82%#0.63%#2.3%
october 2009#54.72%#30.17%#3.41%#4.82%#2.76%#0.65%#2.2%
september 2009#55.77%#29.78%#3.12%#4.72%#2.62%#0.67%#2.2%
august 2009#55.60%#30.25%#2.97%#4.57%#2.97%#0.71%#2.3%
july 2009#54.55%#31.52%#2.77%#4.51%#2.38%#0.70%#2.4%
june 2009#56.35%#30.82%#2.45%#4.04%#2.61%#0.64%#2.1%
may 2009#57.30%#30.43%#2.28%#3.76%#2.65%#0.66%#2.0%
april 2009#57.37%#30.71%#1.93%#3.86%#2.57%#0.68%#1.9%
