municipality#population#area km square#density population per km square#area#county#
oslo#590041#426#1300#oslo#oslo#greater oslo
lørenskog#32894#67#455#inner circle north#akershus#greater oslo
nittedal#21008#179#109#inner circle north#akershus#greater oslo
rælingen#15611#56#263#inner circle north#akershus#greater oslo
skedsmo#47945#75#552#inner circle north#akershus#greater oslo
enebakk#10205#195#47#inner circle south#akershus#greater oslo
nesodden#17380#61#264#inner circle south#akershus#greater oslo
oppegård#24917#34#687#inner circle south#akershus#greater oslo
ski#28120#162#164#inner circle south#akershus#greater oslo
bærum#111637#189#547#inner circle west#akershus#greater oslo
aurskog - høland#14380#894#15#outer circle north#akershus#greater oslo
eidsvoll#20781#385#48#outer circle north#akershus#greater oslo
fet#10312#137#69#outer circle north#akershus#greater oslo
gjerdrum#5843#82#61#outer circle north#akershus#greater oslo
hurdal#2625#261#10#outer circle north#akershus#greater oslo
nannestad#10982#324#31#outer circle north#akershus#greater oslo
nes#18022#609#29#outer circle north#akershus#greater oslo
sørum#15475#200#64#outer circle north#akershus#greater oslo
ullensaker#29296#250#95#outer circle north#akershus#greater oslo
lunner#8640#272#31#outer circle north#oppland#greater oslo
asker#54890#91#522#outer circle west#akershus#greater oslo
hurum#9055#156#56#outer circle west#buskerud#greater oslo
røyken#18960#111#154#outer circle west#buskerud#greater oslo
frogn#14667#85#155#outer circle south#akershus#greater oslo
vestby#14398#134#96#outer circle south#akershus#greater oslo
ås#16411#101#142#outer circle south#akershus#greater oslo
askim#14894#66#212#outer circle south#østfold#greater oslo
eidsberg#10807#229#44#outer circle south#østfold#greater oslo
hobøl#4774#239#17#outer circle south#østfold#greater oslo
marker#3471#368#9#outer circle south#østfold#greater oslo
rømskog#676#159#4#outer circle south#østfold#greater oslo
skiptvet#3546#93#36#outer circle south#østfold#greater oslo
spydeberg#5186#133#35#outer circle south#østfold#greater oslo
trøgstad#5092#188#26#outer circle south#østfold#greater oslo
moss#30093#58#478#moss region#østfold#moss region
rygge#14315#70#196#moss region#østfold#moss region
råde#6846#105#61#moss region#østfold#moss region
våler#4472#239#17#moss region#østfold#moss region
drammen#62815#135#420#drammen region#buskerud#drammen region
lier#23356#281#77#drammen region#buskerud#drammen region
nedre eiker#22709#114#188#drammen region#buskerud#drammen region
øvre eiker#16350#418#37#drammen region#buskerud#drammen region
hof#3061#149#20#drammen region#vestfold#drammen region
holmestrand#10059#84#113#drammen region#vestfold#drammen region
sande#8348#174#44#drammen region#vestfold#drammen region
svelvik#6478#56#115#drammen region#vestfold#drammen region
