series#model#cpu clock ( mhz )#cpu cores#tdp ( w )#l2 cache (kib)#radeon cores#ddr3 speed
c - series#c - 30#1000#1#0 9#512#80#1066
c - series#c - 50#1000#2#0 9#2512#80#1066
c - series#c - 60#1000 / 1333 (turbo)#2#0 9#2512#80#1066
c - series#c - 70#1000 / 1333 (turbo)#2#0 9#2512#80#1066
e - series#e - 240#1500#1#18#512#80#1066
e - series#e - 300#1300#2#18#2512#80#1066
e - series#e - 350#1600#2#18#2512#80#1066
e - series#e - 450#1650#2#18#2512#80#1333
e - series#e1 - 1200#1400#2#18#2512#80#1066
e - series#e1 - 1500#1480#2#18#2512#80#1066
e - series#e2 - 1800#1700#2#18#2512#80#1333
e - series#e2 - 2000#1750#2#18#2512#80#1333
g - series#t - 24l#0 800#1#0 5#512#80#1066
g - series#t - 30l#1400#1#18#512#80#1333
g - series#t - 40n#1000#2#0 9#2512#80#1066
g - series#t - 44r#1200#1#0 9#512#80#1066
g - series#t - 48l#1400#2#18#2512#80#1066
g - series#t - 48n#1400#2#18#2512#80#1066
g - series#t - 52r#1500#1#18#512#80#1066
g - series#t - 56n#1600#2#18#2512#80#1066
z - series#z - 01#1000#2#5.9#2512#80#1066
z - series#z - 60#1000#2#4.5#2512#80#1066
